"Timestamp","Direction","Protocol","SrcIP","SrcPort","DstIP","DstPort","Action","Rule","Bytes","Packets","Computer","User","Note"
"2025-08-28T12:18:07","OUTBOUND","UDP","10.122.196.140","17637","192.168.66.29","26956","ALLOW","Allow-Standard","163212","357","SRV-SIEM1",,""
"2025-08-28T12:19:54","OUTBOUND","UDP","172.19.99.199","62809","172.22.35.250","25585","BLOCK","Default-Deny","94292","112","SRV-WEB1",,"Potential noise or policy match"
"2025-08-28T12:24:28","INBOUND","TCP","192.168.238.1","18811","192.168.213.156","729","ALLOW","Allow-Standard","64536","632","SRV-REMOTE1",,""
"2025-08-28T12:28:11","INBOUND","UDP","172.25.133.186","638","192.168.21.35","40770","BLOCK","Default-Deny","122253","205","SRV-WEB1",,"Potential noise or policy match"
"2025-08-28T12:29:33","OUTBOUND","TCP","10.226.199.110","23","192.168.175.126","15360","ALLOW","Allow-Standard","76659","3","SRV-SQL1",,""
"2025-08-28T12:38:20","OUTBOUND","TCP","192.168.78.56","62360","148.226.189.128","37038","ALLOW","Allow-Standard","159486","865","SRV-SQL1",,""
"2025-08-28T12:42:29","INBOUND","TCP","172.30.131.90","7861","192.168.115.189","959","ALLOW","Allow-Standard","48457","979","SRV-FILE1",,""
"2025-08-28T12:49:21","INBOUND","UDP","69.54.249.155","55998","10.229.127.118","61169","ALLOW","Allow-Standard","34855","696","SRV-SIEM1","tnguyen",""
"2025-08-28T12:53:05","INBOUND","TCP","192.168.92.8","6608","10.50.27.77","26041","BLOCK","Default-Deny","5245","391","SRV-WEB1",,"Potential noise or policy match"
"2025-08-28T12:56:55","OUTBOUND","TCP","172.18.58.15","51540","10.5.248.229","53332","BLOCK","Default-Deny","128079","851","SRV-FILE1",,"Potential noise or policy match"
"2025-08-28T12:58:11","INBOUND","TCP","172.28.66.78","59437","192.168.252.180","58480","ALLOW","Allow-Standard","110607","704","SRV-DC1",,""
"2025-08-28T13:03:30","INBOUND","TCP","79.253.16.241","491","10.197.31.247","443","ALLOW","Allow-Standard","180905","1184","SRV-WEB1",,""
"2025-08-28T13:09:53","INBOUND","UDP","172.21.126.189","6990","192.168.205.31","56822","BLOCK","Default-Deny","44681","887","SRV-SQL1",,"Potential noise or policy match"
"2025-08-28T13:11:20","OUTBOUND","UDP","172.16.157.165","51523","172.25.224.85","9020","ALLOW","Allow-Standard","110877","695","SRV-DC1",,""
"2025-08-28T13:12:08","INBOUND","TCP","192.168.80.96","38005","192.168.41.205","48608","ALLOW","Allow-Standard","154537","941","SRV-FILE1",,""
"2025-08-28T13:13:25","INBOUND","TCP","172.16.239.240","11311","10.131.35.250","134","ALLOW","Allow-Standard","36340","518","SRV-SIEM1",,""
"2025-08-28T13:13:37","OUTBOUND","TCP","192.168.242.217","143","10.176.167.205","10905","ALLOW","Allow-Standard","139409","992","SRV-REMOTE1",,""
"2025-08-28T13:13:41","OUTBOUND","TCP","192.168.251.56","62211","10.149.136.67","270","ALLOW","Allow-Standard","98278","160","SRV-FILE1",,""
"2025-08-28T13:14:37","OUTBOUND","TCP","172.20.79.23","29797","172.27.129.205","690","ALLOW","Allow-Standard","192524","389","SRV-DC1",,""
"2025-08-28T13:14:44","OUTBOUND","UDP","192.168.6.122","25","172.27.129.46","50753","ALLOW","Allow-Standard","95217","1064","WIN10LAB",,""
"2025-08-28T13:15:01","OUTBOUND","UDP","172.19.123.253","63486","213.36.126.63","33018","BLOCK","Default-Deny","117370","830","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T13:17:06","INBOUND","UDP","9.58.142.151","50900","192.168.163.226","110","ALLOW","Allow-Standard","106498","189","SRV-SQL1",,""
"2025-08-28T13:19:31","OUTBOUND","UDP","192.168.180.33","18165","192.168.225.29","64976","BLOCK","Default-Deny","192280","531","SRV-DC1","kparker","Potential noise or policy match"
"2025-08-28T13:21:29","OUTBOUND","UDP","172.24.128.150","23","192.168.198.231","8743","ALLOW","Allow-Standard","59515","290","SRV-WEB1",,""
"2025-08-28T13:21:37","INBOUND","UDP","47.95.41.108","32250","10.61.80.9","389","ALLOW","Allow-Standard","63086","896","WIN10LAB",,""
"2025-08-28T13:24:42","OUTBOUND","TCP","192.168.152.241","49810","172.18.56.107","39817","ALLOW","Allow-Standard","181664","820","SRV-REMOTE1",,""
"2025-08-28T13:24:43","INBOUND","TCP","172.31.224.231","30567","192.168.130.219","443","BLOCK","Default-Deny","26688","282","SRV-WEB1",,"Potential noise or policy match"
"2025-08-28T13:25:13","OUTBOUND","TCP","10.198.156.89","14","195.204.113.169","52469","BLOCK","Default-Deny","12974","193","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-28T13:29:14","INBOUND","TCP","10.95.45.148","63277","10.199.70.104","3971","ALLOW","Allow-Standard","171022","1047","SRV-FILE1","mgarcia",""
"2025-08-28T13:29:38","INBOUND","TCP","201.216.143.7","20471","172.18.234.62","258","BLOCK","Default-Deny","113531","23","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T13:30:21","INBOUND","TCP","192.168.88.62","373","172.23.202.114","25","ALLOW","Allow-Standard","72678","322","SRV-DC1",,""
"2025-08-28T13:31:58","INBOUND","UDP","172.21.71.193","33966","172.25.153.169","54687","ALLOW","Allow-Standard","176807","1154","SRV-FILE1",,""
"2025-08-28T13:36:18","OUTBOUND","UDP","192.168.59.30","29128","172.18.219.234","40959","ALLOW","Allow-Standard","139445","714","SRV-REMOTE1",,""
"2025-08-28T13:36:37","INBOUND","TCP","10.127.40.214","844","10.174.54.169","139","ALLOW","Allow-Standard","90606","422","SRV-WEB1",,""
"2025-08-28T13:37:17","INBOUND","TCP","141.189.13.167","5391","172.18.229.169","11675","ALLOW","Allow-Standard","175362","858","WIN10LAB",,""
"2025-08-28T13:37:18","OUTBOUND","TCP","10.183.212.33","1042","10.152.96.240","47674","ALLOW","Allow-Standard","177877","769","WIN10LAB",,""
"2025-08-28T13:41:42","OUTBOUND","UDP","10.149.187.15","743","141.221.109.161","29699","BLOCK","Default-Deny","180070","446","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T13:43:47","OUTBOUND","TCP","192.168.248.72","949","172.17.47.210","52766","ALLOW","Allow-Standard","99808","810","SRV-SIEM1",,""
"2025-08-28T13:49:33","OUTBOUND","TCP","10.3.203.215","1902","192.168.208.251","7843","ALLOW","Allow-Standard","87753","309","SRV-WEB1",,""
"2025-08-28T13:50:18","OUTBOUND","UDP","10.133.220.128","10931","172.19.90.151","47306","BLOCK","Default-Deny","112956","874","WIN10LAB",,"Potential noise or policy match"
"2025-08-28T13:50:36","INBOUND","TCP","192.168.116.113","49738","172.26.36.246","63970","ALLOW","Allow-Standard","29252","1128","SRV-REMOTE1",,""
"2025-08-28T13:53:34","INBOUND","TCP","192.168.134.253","17783","172.22.7.88","139","ALLOW","Allow-Standard","173752","1073","WIN10LAB",,""
"2025-08-28T13:53:53","OUTBOUND","UDP","172.16.83.23","47805","192.168.45.193","31644","ALLOW","Allow-Standard","173001","812","SRV-FILE1","svc_web",""
"2025-08-28T13:53:55","INBOUND","TCP","10.35.154.90","61856","192.168.88.7","44234","BLOCK","Default-Deny","184003","648","SRV-DC1",,"Potential noise or policy match"
"2025-08-28T13:54:42","OUTBOUND","UDP","172.19.103.119","8080","10.56.132.219","12396","ALLOW","Allow-Standard","110201","921","SRV-WEB1",,""
"2025-08-28T13:58:53","INBOUND","TCP","192.168.215.191","36721","192.168.181.222","18540","ALLOW","Allow-Standard","194800","53","SRV-SQL1",,""
"2025-08-28T14:05:21","OUTBOUND","UDP","192.168.240.199","18986","208.182.11.83","18209","ALLOW","Allow-Standard","92696","1190","SRV-REMOTE1",,""
"2025-08-28T14:07:27","INBOUND","TCP","192.168.192.155","14888","10.244.20.211","41698","ALLOW","Allow-Standard","13409","514","WIN10LAB",,""
"2025-08-28T14:09:43","OUTBOUND","TCP","172.27.106.216","40481","109.129.12.71","10445","ALLOW","Allow-Standard","196328","983","SRV-REMOTE1",,""
"2025-08-28T14:10:16","OUTBOUND","TCP","192.168.29.14","22","192.168.58.166","39185","ALLOW","Allow-Standard","75587","1058","SRV-DC1",,""
"2025-08-28T14:10:48","INBOUND","TCP","216.158.115.128","994","172.22.57.194","16837","ALLOW","Allow-Standard","118122","878","SRV-WEB1",,""
"2025-08-28T14:13:04","OUTBOUND","UDP","10.219.129.77","55904","192.168.106.134","44747","ALLOW","Allow-Standard","153099","242","SRV-REMOTE1",,""
"2025-08-28T14:17:25","INBOUND","UDP","156.65.155.63","3425","172.23.227.201","22","ALLOW","Allow-Standard","33313","527","SRV-SIEM1",,""
"2025-08-28T14:17:34","OUTBOUND","UDP","172.25.248.219","13103","172.31.217.188","970","ALLOW","Allow-Standard","150942","31","SRV-SQL1",,""
"2025-08-28T14:20:30","OUTBOUND","UDP","10.78.132.95","85","172.31.120.142","500","ALLOW","Allow-Standard","167063","261","SRV-DC1",,""
"2025-08-28T14:20:35","OUTBOUND","TCP","172.20.1.16","51867","10.248.239.131","29948","ALLOW","Allow-Standard","135474","279","SRV-DC1",,""
"2025-08-28T14:24:55","OUTBOUND","TCP","192.168.204.21","3389","172.23.182.63","24507","ALLOW","Allow-Standard","186602","204","SRV-FILE1",,""
"2025-08-28T14:29:38","INBOUND","UDP","172.18.43.139","46584","172.28.166.61","14921","ALLOW","Allow-Standard","103068","1100","SRV-SQL1",,""
"2025-08-28T14:30:31","OUTBOUND","UDP","10.92.75.208","53670","10.228.144.115","33187","ALLOW","Allow-Standard","2735","1156","SRV-WEB1",,""
"2025-08-28T14:31:25","INBOUND","TCP","192.168.76.177","22185","192.168.45.141","13798","ALLOW","Allow-Standard","189554","654","SRV-SQL1","bpatel",""
"2025-08-28T14:31:57","OUTBOUND","UDP","10.7.162.163","56314","172.16.204.239","4065","ALLOW","Allow-Standard","72373","1196","SRV-SIEM1",,""
"2025-08-28T14:32:07","OUTBOUND","TCP","10.91.165.249","6948","192.168.173.43","53571","ALLOW","Allow-Standard","10213","684","SRV-WEB1",,""
"2025-08-28T14:34:03","INBOUND","UDP","10.90.9.109","37111","192.168.9.6","32058","ALLOW","Allow-Standard","197987","67","SRV-SIEM1",,""
"2025-08-28T14:36:15","INBOUND","UDP","10.40.251.199","13995","10.56.212.106","139","ALLOW","Allow-Standard","178965","79","WIN10LAB","hlee",""
"2025-08-28T14:38:01","OUTBOUND","UDP","10.141.121.108","28611","192.168.120.225","30384","ALLOW","Allow-Standard","158756","1061","SRV-WEB1",,""
"2025-08-28T14:38:56","INBOUND","UDP","10.76.122.40","20790","192.168.225.176","143","BLOCK","Default-Deny","41403","838","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-28T14:40:33","INBOUND","TCP","172.28.3.69","31949","10.214.13.170","389","ALLOW","Allow-Standard","31842","1086","SRV-SQL1",,""
"2025-08-28T14:41:14","OUTBOUND","TCP","10.213.245.143","27205","17.13.88.141","33072","ALLOW","Allow-Standard","47623","620","SRV-FILE1",,""
"2025-08-28T14:48:18","INBOUND","UDP","179.181.202.203","20761","10.106.171.91","8443","ALLOW","Allow-Standard","10543","258","WIN10LAB",,""
"2025-08-28T14:48:44","OUTBOUND","UDP","10.125.20.165","871","63.86.175.104","55749","ALLOW","Allow-Standard","52806","690","SRV-FILE1",,""
"2025-08-28T14:49:30","OUTBOUND","TCP","172.24.123.187","587","132.70.38.230","55388","ALLOW","Allow-Standard","10371","80","SRV-FILE1",,""
"2025-08-28T14:52:12","OUTBOUND","TCP","192.168.254.11","110","111.112.71.181","21492","ALLOW","Allow-Standard","167548","296","SRV-FILE1","mgarcia",""
"2025-08-28T14:56:48","OUTBOUND","UDP","172.31.57.33","59104","10.195.217.136","56357","ALLOW","Allow-Standard","194172","1124","SRV-SQL1",,""
"2025-08-28T15:00:31","INBOUND","UDP","10.223.161.98","185","172.26.156.114","143","ALLOW","Allow-Standard","81184","351","SRV-DC1","svc_web",""
"2025-08-28T15:01:51","INBOUND","UDP","192.168.83.63","34830","10.123.196.221","143","BLOCK","Default-Deny","157154","244","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T15:03:45","INBOUND","UDP","143.227.238.197","40922","192.168.195.23","135","ALLOW","Allow-Standard","30620","835","WIN10LAB",,""
"2025-08-28T15:06:35","OUTBOUND","UDP","172.23.135.9","347","10.98.248.251","43280","ALLOW","Allow-Standard","185996","887","SRV-REMOTE1",,""
"2025-08-28T15:12:23","OUTBOUND","UDP","172.28.56.13","61314","192.168.194.127","3160","BLOCK","Default-Deny","19891","1136","SRV-FILE1","svc_sql","Potential noise or policy match"
"2025-08-28T15:12:29","INBOUND","TCP","10.101.244.202","12405","172.17.206.186","587","BLOCK","Default-Deny","129243","728","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T15:15:50","OUTBOUND","UDP","172.30.228.203","13659","10.153.126.200","649","ALLOW","Allow-Standard","17236","13","SRV-FILE1","hlee",""
"2025-08-28T15:18:09","INBOUND","UDP","172.24.32.185","25095","172.23.31.64","3389","ALLOW","Allow-Standard","45719","883","SRV-WEB1",,""
"2025-08-28T15:19:55","INBOUND","UDP","172.29.254.28","35432","172.28.183.8","80","ALLOW","Allow-Standard","37474","1012","SRV-FILE1","jsmith",""
"2025-08-28T15:20:18","INBOUND","UDP","10.76.167.142","22013","172.31.162.103","587","BLOCK","Default-Deny","125889","458","WIN10LAB",,"Potential noise or policy match"
"2025-08-28T15:20:37","INBOUND","TCP","192.168.224.173","7543","10.144.182.235","42467","ALLOW","Allow-Standard","128886","670","SRV-WEB1","achapman",""
"2025-08-28T15:20:55","OUTBOUND","UDP","172.29.10.71","62182","192.168.69.110","19927","BLOCK","Default-Deny","159801","235","SRV-WEB1","svc_web","Potential noise or policy match"
"2025-08-28T15:25:09","INBOUND","TCP","172.21.44.112","3807","172.24.22.252","110","ALLOW","Allow-Standard","184613","1121","SRV-REMOTE1",,""
"2025-08-28T15:31:15","OUTBOUND","TCP","172.28.73.94","1912","192.168.42.188","48324","ALLOW","Allow-Standard","130684","56","SRV-WEB1",,""
"2025-08-28T15:33:27","INBOUND","TCP","202.143.109.79","6755","192.168.237.84","135","ALLOW","Allow-Standard","18284","495","SRV-WEB1",,""
"2025-08-28T15:36:12","INBOUND","UDP","10.25.52.74","56177","172.17.167.69","39534","BLOCK","Default-Deny","8072","616","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T15:38:54","INBOUND","UDP","10.135.84.22","32108","10.235.134.36","9180","ALLOW","Allow-Standard","136150","50","SRV-SIEM1",,""
"2025-08-28T15:40:12","OUTBOUND","TCP","10.225.216.156","143","192.168.177.105","789","ALLOW","Allow-Standard","57319","1193","WIN10LAB",,""
"2025-08-28T15:51:37","OUTBOUND","TCP","172.31.64.139","4899","24.250.126.233","41366","ALLOW","Allow-Standard","134617","492","SRV-DC1",,""
"2025-08-28T15:52:52","OUTBOUND","UDP","172.30.76.238","389","172.22.73.141","35506","ALLOW","Allow-Standard","766","30","SRV-FILE1",,""
"2025-08-28T16:01:00","OUTBOUND","TCP","10.201.150.193","18138","107.113.19.91","26970","ALLOW","Allow-Standard","164801","573","SRV-SQL1",,""
"2025-08-28T16:02:04","INBOUND","UDP","36.150.56.4","44249","172.31.16.159","25","ALLOW","Allow-Standard","163418","488","SRV-SQL1",,""
"2025-08-28T16:09:01","OUTBOUND","UDP","172.28.109.76","3227","10.160.4.155","62995","ALLOW","Allow-Standard","33498","81","SRV-DC1",,""
"2025-08-28T16:11:34","INBOUND","UDP","10.81.160.156","58613","192.168.210.112","221","ALLOW","Allow-Standard","115768","108","SRV-DC1",,""
"2025-08-28T16:11:53","INBOUND","UDP","54.146.125.34","25441","172.28.57.3","52423","ALLOW","Allow-Standard","107305","539","SRV-SIEM1","hlee",""
"2025-08-28T16:12:07","INBOUND","UDP","10.89.137.48","3060","10.202.99.199","8443","ALLOW","Allow-Standard","76502","326","SRV-SQL1",,""
"2025-08-28T16:12:40","OUTBOUND","UDP","10.196.183.126","22","154.200.1.72","53648","ALLOW","Allow-Standard","81371","436","SRV-SQL1",,""
"2025-08-28T16:12:49","INBOUND","UDP","192.168.174.252","24502","192.168.135.241","22","BLOCK","Default-Deny","163047","1050","WIN10LAB","achapman","Potential noise or policy match"
"2025-08-28T16:13:12","OUTBOUND","TCP","172.28.245.125","17143","172.19.31.50","37810","ALLOW","Allow-Standard","62014","414","SRV-REMOTE1","bpatel",""
"2025-08-28T16:14:39","OUTBOUND","UDP","172.19.31.242","46689","3.83.134.230","60861","ALLOW","Allow-Standard","57041","510","SRV-SQL1","Administrator",""
"2025-08-28T16:18:42","OUTBOUND","TCP","172.27.96.247","11967","10.66.170.188","63454","ALLOW","Allow-Standard","63773","272","SRV-FILE1","Administrator",""
"2025-08-28T16:18:42","INBOUND","TCP","10.114.123.16","23157","10.103.5.200","143","BLOCK","Default-Deny","134953","1067","WIN10LAB",,"Potential noise or policy match"
"2025-08-28T16:21:04","INBOUND","TCP","172.23.20.100","51678","192.168.137.225","135","ALLOW","Allow-Standard","84861","672","SRV-FILE1",,""
"2025-08-28T16:21:28","OUTBOUND","TCP","172.20.10.65","306","10.37.121.18","50722","ALLOW","Allow-Standard","80191","544","SRV-FILE1",,""
"2025-08-28T16:24:58","INBOUND","UDP","10.130.85.118","8226","172.20.53.121","80","ALLOW","Allow-Standard","176241","654","SRV-REMOTE1",,""
"2025-08-28T16:28:30","INBOUND","UDP","192.168.106.213","61574","192.168.31.18","135","ALLOW","Allow-Standard","138186","1020","SRV-SQL1",,""
"2025-08-28T16:28:47","INBOUND","TCP","172.22.32.226","35848","172.30.170.170","8443","ALLOW","Allow-Standard","35271","774","SRV-REMOTE1",,""
"2025-08-28T16:29:30","INBOUND","TCP","54.108.23.24","16512","172.30.247.46","19859","ALLOW","Allow-Standard","68666","1178","SRV-DC1","hlee",""
"2025-08-28T16:31:27","OUTBOUND","UDP","172.26.220.145","55984","180.45.184.240","57685","ALLOW","Allow-Standard","59826","564","SRV-SQL1",,""
"2025-08-28T16:31:59","INBOUND","UDP","172.24.13.150","29628","192.168.82.75","32900","ALLOW","Allow-Standard","40657","467","SRV-WEB1",,""
"2025-08-28T16:33:01","OUTBOUND","UDP","10.246.70.54","10146","192.168.148.142","53280","ALLOW","Allow-Standard","186212","239","SRV-REMOTE1","svc_sql",""
"2025-08-28T16:33:47","OUTBOUND","UDP","172.27.88.32","40034","185.159.149.239","53","ALLOW","Allow-Standard","112133","206","WIN10LAB",,""
"2025-08-28T16:34:51","INBOUND","UDP","192.168.176.70","27428","172.17.120.100","25","ALLOW","Allow-Standard","44346","246","SRV-SIEM1",,""
"2025-08-28T16:34:56","INBOUND","TCP","54.60.216.79","55333","172.29.161.184","3389","ALLOW","Allow-Standard","112828","274","SRV-DC1",,""
"2025-08-28T16:36:08","OUTBOUND","UDP","192.168.122.190","135","81.151.128.78","38566","ALLOW","Allow-Standard","153299","948","SRV-SQL1",,""
"2025-08-28T16:39:25","INBOUND","TCP","169.161.72.162","42374","192.168.136.118","12512","ALLOW","Allow-Standard","135294","1038","SRV-DC1",,""
"2025-08-28T16:41:44","OUTBOUND","UDP","192.168.185.179","56132","192.168.60.244","30064","ALLOW","Allow-Standard","114897","631","SRV-FILE1",,""
"2025-08-28T16:43:44","INBOUND","UDP","172.28.79.31","42639","172.25.60.214","53","ALLOW","Allow-Standard","181548","15","SRV-SQL1",,""
"2025-08-28T16:49:27","OUTBOUND","TCP","172.17.130.34","39129","192.168.222.245","54240","ALLOW","Allow-Standard","122399","1040","SRV-DC1",,""
"2025-08-28T16:52:34","INBOUND","UDP","10.23.193.178","49964","10.130.43.189","445","BLOCK","Default-Deny","107775","806","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-28T16:54:38","INBOUND","TCP","10.86.74.171","406","192.168.176.183","12355","ALLOW","Allow-Standard","17958","901","SRV-SQL1",,""
"2025-08-28T16:55:26","OUTBOUND","TCP","10.24.138.211","14826","113.201.40.95","14898","BLOCK","Default-Deny","138150","810","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-28T16:58:17","OUTBOUND","TCP","192.168.109.53","28378","172.26.134.90","25825","ALLOW","Allow-Standard","96919","549","WIN10LAB",,""
"2025-08-28T17:00:41","OUTBOUND","TCP","172.22.195.13","8443","16.146.131.50","16273","ALLOW","Allow-Standard","160354","652","SRV-FILE1",,""
"2025-08-28T17:12:08","INBOUND","UDP","172.16.227.68","52817","172.16.224.204","27207","ALLOW","Allow-Standard","168693","1195","WIN10LAB",,""
"2025-08-28T17:12:54","OUTBOUND","UDP","192.168.235.175","3360","172.28.12.178","60470","ALLOW","Allow-Standard","193682","814","SRV-REMOTE1",,""
"2025-08-28T17:14:11","INBOUND","UDP","192.168.58.17","39901","172.22.197.47","68","BLOCK","Default-Deny","132741","302","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-28T17:20:37","OUTBOUND","UDP","172.29.43.104","58801","45.198.47.126","38336","ALLOW","Allow-Standard","137948","841","SRV-SQL1",,""
"2025-08-28T17:22:22","INBOUND","TCP","10.75.243.102","15801","192.168.42.165","22","ALLOW","Allow-Standard","164229","497","SRV-DC1",,""
"2025-08-28T17:34:20","OUTBOUND","UDP","10.37.235.25","389","192.168.163.128","33124","BLOCK","Default-Deny","86858","1158","SRV-REMOTE1","kparker","Potential noise or policy match"
"2025-08-28T17:36:17","OUTBOUND","UDP","192.168.110.27","47216","192.168.143.46","13227","ALLOW","Allow-Standard","121369","1195","WIN10LAB","Administrator",""
"2025-08-28T17:36:52","INBOUND","TCP","90.181.102.200","50581","172.19.181.128","80","ALLOW","Allow-Standard","120487","158","SRV-FILE1",,""
"2025-08-28T17:40:37","INBOUND","TCP","172.25.198.247","2528","10.249.240.241","385","ALLOW","Allow-Standard","157997","917","WIN10LAB",,""
"2025-08-28T17:41:36","OUTBOUND","TCP","192.168.148.207","8080","192.168.28.250","47799","ALLOW","Allow-Standard","195783","214","SRV-FILE1","svc_web",""
"2025-08-28T17:43:24","INBOUND","TCP","192.168.195.180","42189","172.28.89.28","445","ALLOW","Allow-Standard","101713","962","SRV-DC1","Administrator",""
"2025-08-28T17:44:37","INBOUND","UDP","10.110.22.186","33703","192.168.44.15","22","ALLOW","Allow-Standard","191445","801","SRV-SIEM1",,""
"2025-08-28T17:49:50","OUTBOUND","TCP","192.168.113.26","421","218.206.157.188","32818","ALLOW","Allow-Standard","55206","259","SRV-SIEM1",,""
"2025-08-28T17:51:24","INBOUND","UDP","118.146.147.25","63515","10.22.243.236","445","ALLOW","Allow-Standard","198097","1048","SRV-SQL1",,""
"2025-08-28T17:52:40","OUTBOUND","TCP","10.107.202.161","59634","164.38.33.116","57384","ALLOW","Allow-Standard","64780","438","SRV-REMOTE1",,""
"2025-08-28T17:52:48","INBOUND","TCP","172.29.253.169","27774","10.162.174.25","30635","ALLOW","Allow-Standard","36971","101","WIN10LAB",,""
"2025-08-28T17:54:03","OUTBOUND","UDP","10.121.49.39","44344","167.54.248.119","43745","ALLOW","Allow-Standard","39962","711","WIN10LAB",,""
"2025-08-28T17:56:15","INBOUND","UDP","172.30.181.103","980","10.136.96.27","389","ALLOW","Allow-Standard","191844","491","WIN10LAB",,""
"2025-08-28T17:56:38","OUTBOUND","TCP","10.54.43.240","3060","172.17.64.7","27703","ALLOW","Allow-Standard","110267","34","SRV-SQL1","svc_web",""
"2025-08-28T18:04:59","OUTBOUND","TCP","10.251.209.153","53","65.128.117.105","912","ALLOW","Allow-Standard","19249","108","SRV-FILE1",,""
"2025-08-28T18:07:17","OUTBOUND","UDP","192.168.78.229","19760","10.14.219.146","51230","BLOCK","Default-Deny","153929","965","SRV-SQL1","Administrator","Potential noise or policy match"
"2025-08-28T18:14:16","INBOUND","UDP","192.168.76.192","33209","172.23.88.48","7738","ALLOW","Allow-Standard","32214","265","SRV-DC1","achapman",""
"2025-08-28T18:15:19","INBOUND","TCP","10.188.193.183","62681","192.168.215.226","37041","ALLOW","Allow-Standard","37999","1108","SRV-SIEM1",,""
"2025-08-28T18:17:01","INBOUND","UDP","192.168.198.127","60580","172.28.161.125","59850","BLOCK","Default-Deny","192958","1190","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-28T18:21:19","OUTBOUND","UDP","192.168.51.25","80","172.19.206.64","25","ALLOW","Allow-Standard","173452","514","SRV-REMOTE1",,""
"2025-08-28T18:26:03","INBOUND","UDP","172.17.31.86","11928","192.168.31.212","44423","ALLOW","Allow-Standard","10955","180","SRV-SIEM1",,""
"2025-08-28T18:26:47","OUTBOUND","UDP","172.18.197.213","110","172.31.144.203","38725","ALLOW","Allow-Standard","142585","540","SRV-SIEM1","kparker",""
"2025-08-28T18:28:00","OUTBOUND","TCP","10.131.157.230","22","64.122.203.19","21187","ALLOW","Allow-Standard","94525","1125","SRV-REMOTE1",,""
"2025-08-28T18:29:41","INBOUND","UDP","192.168.13.82","17830","192.168.170.35","110","ALLOW","Allow-Standard","68599","885","SRV-SQL1",,""
"2025-08-28T18:29:47","OUTBOUND","TCP","10.108.240.222","49286","157.52.41.170","63098","ALLOW","Allow-Standard","47238","518","WIN10LAB",,""
