"Timestamp","Direction","Protocol","SrcIP","SrcPort","DstIP","DstPort","Action","Rule","Bytes","Packets","Computer","User","Note"
"2025-08-29T06:28:54","INBOUND","UDP","160.88.81.74","15946","10.124.124.79","139","ALLOW","Allow-Standard","170126","620","WIN10LAB",,""
"2025-08-29T06:29:00","OUTBOUND","UDP","172.23.238.243","6037","172.22.194.57","55816","ALLOW","Allow-Standard","151096","498","SRV-DC1",,""
"2025-08-29T06:29:20","INBOUND","UDP","172.21.211.47","53794","192.168.130.88","22937","ALLOW","Allow-Standard","91991","8","SRV-FILE1",,""
"2025-08-29T06:30:03","INBOUND","UDP","172.25.93.108","3706","172.19.24.98","22","ALLOW","Allow-Standard","181287","277","SRV-SQL1","bpatel",""
"2025-08-29T06:30:20","INBOUND","TCP","172.26.142.99","38603","192.168.42.51","445","ALLOW","Allow-Standard","73746","1186","SRV-DC1",,""
"2025-08-29T06:30:42","OUTBOUND","UDP","172.18.182.58","26609","128.10.158.141","49390","ALLOW","Allow-Standard","90671","362","SRV-FILE1",,""
"2025-08-29T06:30:52","INBOUND","TCP","48.7.87.211","575","10.30.162.33","22","ALLOW","Allow-Standard","115659","142","WIN10LAB",,""
"2025-08-29T06:31:10","OUTBOUND","TCP","172.23.197.233","64071","41.24.138.203","19690","ALLOW","Allow-Standard","167211","982","SRV-REMOTE1",,""
"2025-08-29T06:32:01","INBOUND","UDP","172.21.163.230","46193","192.168.239.224","32592","ALLOW","Allow-Standard","191046","1024","SRV-REMOTE1",,""
"2025-08-29T06:32:06","OUTBOUND","TCP","172.16.146.174","12785","192.168.234.201","208","ALLOW","Allow-Standard","159488","993","SRV-DC1",,""
"2025-08-29T06:32:32","INBOUND","TCP","10.179.32.106","949","10.186.146.89","23","ALLOW","Allow-Standard","1526","127","SRV-WEB1","achapman",""
"2025-08-29T06:32:33","OUTBOUND","TCP","10.55.69.168","33705","10.215.223.53","43","ALLOW","Allow-Standard","59234","861","WIN10LAB",,""
"2025-08-29T06:32:38","INBOUND","TCP","10.246.172.134","64568","172.19.19.179","8080","ALLOW","Allow-Standard","68405","734","SRV-FILE1",,""
"2025-08-29T06:32:53","INBOUND","UDP","172.31.179.187","31402","192.168.220.60","17507","BLOCK","Default-Deny","50738","45","WIN10LAB",,"Potential noise or policy match"
"2025-08-29T06:33:45","OUTBOUND","UDP","10.172.247.96","53","10.53.229.147","16049","ALLOW","Allow-Standard","51650","251","SRV-SIEM1",,""
"2025-08-29T06:34:00","INBOUND","TCP","10.181.6.240","16870","192.168.202.49","8080","ALLOW","Allow-Standard","118454","1083","SRV-SQL1",,""
"2025-08-29T06:34:01","INBOUND","TCP","10.105.161.73","5052","172.18.166.247","135","ALLOW","Allow-Standard","50532","334","SRV-WEB1",,""
"2025-08-29T06:34:24","OUTBOUND","UDP","172.31.145.47","1658","10.196.155.132","43094","ALLOW","Allow-Standard","1643","399","SRV-SQL1",,""
"2025-08-29T06:35:08","INBOUND","TCP","172.27.108.41","48423","192.168.185.118","37986","BLOCK","Default-Deny","68480","1189","SRV-SQL1",,"Potential noise or policy match"
"2025-08-29T06:35:17","OUTBOUND","TCP","10.224.193.206","22","10.41.155.84","60571","ALLOW","Allow-Standard","118512","73","SRV-REMOTE1","Administrator",""
"2025-08-29T06:35:30","INBOUND","TCP","172.20.106.64","26379","10.197.210.9","8080","ALLOW","Allow-Standard","116882","457","SRV-REMOTE1",,""
"2025-08-29T06:35:45","OUTBOUND","TCP","10.209.23.90","16080","190.194.119.212","26774","ALLOW","Allow-Standard","117674","384","SRV-FILE1","svc_sql",""
"2025-08-29T06:36:01","OUTBOUND","UDP","172.23.199.105","5799","206.113.210.160","44435","ALLOW","Allow-Standard","181116","346","SRV-DC1",,""
"2025-08-29T06:36:19","OUTBOUND","TCP","192.168.144.86","62724","172.27.56.92","1674","ALLOW","Allow-Standard","87989","533","WIN10LAB",,""
"2025-08-29T06:36:21","INBOUND","TCP","10.83.75.28","2694","172.29.38.116","15473","ALLOW","Allow-Standard","171281","943","SRV-DC1",,""
"2025-08-29T06:36:51","INBOUND","TCP","149.63.117.3","22601","172.20.95.70","61586","BLOCK","Default-Deny","8833","564","WIN10LAB","svc_web","Potential noise or policy match"
"2025-08-29T06:36:59","INBOUND","TCP","129.26.17.174","64936","10.215.126.203","389","ALLOW","Allow-Standard","152060","1020","SRV-SQL1",,""
"2025-08-29T06:37:05","INBOUND","UDP","192.168.32.219","59103","10.176.189.39","21550","BLOCK","Default-Deny","140688","655","SRV-REMOTE1","kparker","Potential noise or policy match"
"2025-08-29T06:37:19","OUTBOUND","UDP","192.168.191.119","13833","192.168.90.205","40800","ALLOW","Allow-Standard","119405","53","WIN10LAB",,""
"2025-08-29T06:37:47","OUTBOUND","UDP","192.168.179.238","49299","166.2.177.210","539","ALLOW","Allow-Standard","148070","462","SRV-SIEM1",,""
"2025-08-29T06:38:49","INBOUND","UDP","192.168.179.190","566","10.155.137.158","4105","ALLOW","Allow-Standard","11404","765","WIN10LAB",,""
"2025-08-29T06:38:58","INBOUND","UDP","10.4.146.16","54061","10.106.185.111","135","BLOCK","Default-Deny","140961","32","SRV-WEB1",,"Potential noise or policy match"
"2025-08-29T06:39:28","INBOUND","TCP","10.203.127.203","46531","172.19.190.128","18273","BLOCK","Default-Deny","87611","1011","SRV-SIEM1","tnguyen","Potential noise or policy match"
"2025-08-29T06:39:56","OUTBOUND","TCP","172.16.174.251","39488","190.112.191.165","31604","ALLOW","Allow-Standard","38800","431","SRV-SIEM1",,""
"2025-08-29T06:39:56","OUTBOUND","TCP","172.23.152.88","36999","192.168.123.174","38316","BLOCK","Default-Deny","16161","145","WIN10LAB",,"Potential noise or policy match"
"2025-08-29T06:40:01","OUTBOUND","TCP","10.121.47.175","880","192.168.114.74","28055","ALLOW","Allow-Standard","132515","585","SRV-FILE1",,""
"2025-08-29T06:40:02","OUTBOUND","TCP","172.20.129.57","663","194.214.149.160","14405","BLOCK","Default-Deny","36959","419","SRV-SQL1",,"Potential noise or policy match"
"2025-08-29T06:40:21","OUTBOUND","TCP","172.20.172.109","16706","205.184.242.54","21","ALLOW","Allow-Standard","166470","903","SRV-SIEM1",,""
"2025-08-29T06:40:34","INBOUND","UDP","141.47.148.243","49803","172.21.52.165","43246","ALLOW","Allow-Standard","58722","893","SRV-SQL1",,""
"2025-08-29T06:40:42","OUTBOUND","UDP","192.168.65.130","23872","172.30.36.17","50208","BLOCK","Default-Deny","198857","276","SRV-DC1",,"Potential noise or policy match"
"2025-08-29T06:41:01","INBOUND","UDP","192.168.149.126","21338","172.31.175.163","587","ALLOW","Allow-Standard","153408","165","WIN10LAB",,""
"2025-08-29T06:41:43","INBOUND","UDP","87.239.22.186","35268","10.151.247.100","22","BLOCK","Default-Deny","149489","836","SRV-FILE1","svc_sql","Potential noise or policy match"
"2025-08-29T06:41:53","INBOUND","UDP","93.65.189.228","17090","172.26.89.128","55212","ALLOW","Allow-Standard","159314","795","SRV-WEB1",,""
"2025-08-29T06:42:47","INBOUND","UDP","178.98.165.73","17134","192.168.250.230","22876","BLOCK","Default-Deny","47007","379","SRV-WEB1",,"Potential noise or policy match"
"2025-08-29T06:42:54","OUTBOUND","UDP","172.18.116.144","61106","10.71.107.114","398","ALLOW","Allow-Standard","101606","987","SRV-SIEM1",,""
"2025-08-29T06:43:14","INBOUND","UDP","206.134.155.108","63302","172.19.131.139","139","ALLOW","Allow-Standard","52688","416","SRV-FILE1",,""
"2025-08-29T06:43:39","INBOUND","TCP","10.52.144.201","31210","10.237.179.208","17180","ALLOW","Allow-Standard","57541","248","WIN10LAB",,""
"2025-08-29T06:43:43","OUTBOUND","UDP","10.47.176.123","8391","120.224.39.97","28249","ALLOW","Allow-Standard","164522","854","SRV-FILE1",,""
"2025-08-29T06:44:05","OUTBOUND","TCP","10.80.224.146","199","92.48.197.208","7873","ALLOW","Allow-Standard","75921","1063","SRV-WEB1",,""
"2025-08-29T06:44:47","OUTBOUND","TCP","192.168.219.112","45131","166.125.112.221","644","BLOCK","Default-Deny","22318","929","SRV-SQL1",,"Potential noise or policy match"
"2025-08-29T06:45:14","OUTBOUND","TCP","172.29.109.240","587","211.136.240.241","48595","ALLOW","Allow-Standard","52252","923","SRV-FILE1","svc_sql",""
"2025-08-29T06:45:33","OUTBOUND","UDP","10.164.201.154","3389","64.25.6.87","6965","ALLOW","Allow-Standard","71361","404","SRV-REMOTE1",,""
"2025-08-29T06:45:36","OUTBOUND","TCP","10.251.205.181","48407","172.17.251.7","39863","ALLOW","Allow-Standard","165789","604","SRV-WEB1",,""
"2025-08-29T06:45:37","INBOUND","TCP","192.168.84.241","33043","192.168.65.18","80","ALLOW","Allow-Standard","21141","312","WIN10LAB",,""
"2025-08-29T06:45:47","OUTBOUND","UDP","172.29.241.208","32736","9.192.218.41","940","ALLOW","Allow-Standard","175950","1068","SRV-DC1",,""
"2025-08-29T06:45:53","OUTBOUND","UDP","192.168.63.143","60496","172.28.144.180","96","ALLOW","Allow-Standard","197235","1184","SRV-DC1",,""
"2025-08-29T06:46:19","OUTBOUND","TCP","172.30.239.93","27313","128.93.253.130","461","ALLOW","Allow-Standard","83013","1066","SRV-SIEM1",,""
"2025-08-29T06:46:20","INBOUND","TCP","10.127.188.190","1306","192.168.232.153","22","ALLOW","Allow-Standard","58159","622","SRV-REMOTE1",,""
"2025-08-29T06:48:43","OUTBOUND","UDP","172.17.150.130","10486","192.168.145.55","42741","ALLOW","Allow-Standard","183706","749","SRV-SIEM1",,""
"2025-08-29T06:49:00","INBOUND","TCP","10.124.105.104","17047","172.22.31.249","65165","ALLOW","Allow-Standard","104198","1180","SRV-FILE1",,""
"2025-08-29T06:49:11","OUTBOUND","UDP","172.16.88.138","117","172.16.104.112","39929","ALLOW","Allow-Standard","102964","30","SRV-SIEM1",,""
"2025-08-29T06:49:23","INBOUND","TCP","193.144.90.199","25308","192.168.108.45","139","ALLOW","Allow-Standard","188477","889","WIN10LAB",,""
"2025-08-29T06:49:26","INBOUND","TCP","97.84.195.68","20256","10.202.141.187","902","ALLOW","Allow-Standard","29760","767","SRV-DC1",,""
"2025-08-29T06:49:27","INBOUND","TCP","10.122.232.208","21968","172.31.153.63","21482","ALLOW","Allow-Standard","136590","634","SRV-REMOTE1",,""
"2025-08-29T06:49:29","OUTBOUND","TCP","192.168.57.134","143","217.54.244.112","13380","ALLOW","Allow-Standard","198045","960","WIN10LAB",,""
"2025-08-29T06:49:34","INBOUND","UDP","172.31.68.109","2563","192.168.251.102","53","ALLOW","Allow-Standard","162321","735","SRV-SIEM1",,""
"2025-08-29T06:49:49","OUTBOUND","TCP","192.168.63.203","47852","10.87.182.212","9615","ALLOW","Allow-Standard","176904","510","SRV-DC1",,""
"2025-08-29T06:50:11","OUTBOUND","TCP","192.168.162.194","80","26.25.204.175","1064","ALLOW","Allow-Standard","92070","1012","SRV-WEB1",,""
"2025-08-29T06:50:15","INBOUND","UDP","192.168.130.251","63927","172.20.50.216","143","ALLOW","Allow-Standard","36344","1181","SRV-REMOTE1","hlee",""
"2025-08-29T06:50:39","INBOUND","UDP","172.25.28.95","55240","10.141.48.181","38892","BLOCK","Default-Deny","193068","270","SRV-WEB1",,"Potential noise or policy match"
"2025-08-29T06:51:06","OUTBOUND","UDP","10.226.154.86","215","192.168.161.221","38368","ALLOW","Allow-Standard","195919","348","WIN10LAB",,""
"2025-08-29T06:51:08","INBOUND","UDP","192.168.128.143","14335","192.168.19.87","8819","ALLOW","Allow-Standard","38861","584","SRV-REMOTE1",,""
"2025-08-29T06:51:16","OUTBOUND","TCP","192.168.74.27","55683","7.156.222.188","50273","BLOCK","Default-Deny","102856","1040","SRV-FILE1",,"Potential noise or policy match"
"2025-08-29T06:51:24","OUTBOUND","UDP","172.31.245.29","28188","80.80.104.234","54319","ALLOW","Allow-Standard","43487","645","SRV-SQL1",,""
"2025-08-29T06:51:26","OUTBOUND","UDP","192.168.44.147","18397","60.51.170.20","25547","ALLOW","Allow-Standard","106746","993","SRV-SQL1","hlee",""
"2025-08-29T06:51:27","OUTBOUND","TCP","172.18.159.15","3389","172.19.113.125","12104","ALLOW","Allow-Standard","93501","448","SRV-WEB1",,""
"2025-08-29T06:52:00","INBOUND","TCP","192.168.240.234","324","172.29.66.145","30737","BLOCK","Default-Deny","123110","265","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-29T06:52:23","OUTBOUND","TCP","192.168.124.136","510","145.106.87.189","2769","ALLOW","Allow-Standard","103727","1108","SRV-SQL1",,""
"2025-08-29T06:52:56","INBOUND","TCP","192.168.206.179","64223","10.146.50.34","23","BLOCK","Default-Deny","16697","896","SRV-DC1","mgarcia","Potential noise or policy match"
"2025-08-29T06:52:56","INBOUND","TCP","139.21.134.97","14214","192.168.164.205","25","ALLOW","Allow-Standard","35091","805","WIN10LAB",,""
"2025-08-29T06:52:59","OUTBOUND","TCP","192.168.2.227","57698","192.168.245.113","862","ALLOW","Allow-Standard","113156","760","WIN10LAB",,""
"2025-08-29T06:52:59","OUTBOUND","TCP","172.27.150.226","2619","192.168.192.181","46152","ALLOW","Allow-Standard","7367","1196","WIN10LAB",,""
"2025-08-29T06:53:00","INBOUND","TCP","33.222.157.100","61529","192.168.54.217","143","BLOCK","Default-Deny","178006","79","WIN10LAB",,"Potential noise or policy match"
"2025-08-29T06:53:36","INBOUND","TCP","10.128.102.132","38805","10.234.150.202","139","ALLOW","Allow-Standard","188444","687","SRV-SIEM1",,""
"2025-08-29T06:53:56","OUTBOUND","UDP","172.17.129.143","11592","29.242.250.90","18766","BLOCK","Default-Deny","169161","508","SRV-SQL1",,"Potential noise or policy match"
"2025-08-29T06:54:36","OUTBOUND","TCP","10.83.58.138","73","172.26.106.236","822","ALLOW","Allow-Standard","12337","106","SRV-WEB1",,""
"2025-08-29T06:54:48","INBOUND","UDP","10.172.239.15","13005","10.204.8.22","53","ALLOW","Allow-Standard","7639","963","SRV-SQL1",,""
"2025-08-29T06:55:08","OUTBOUND","TCP","172.18.99.239","8080","192.168.49.123","18107","ALLOW","Allow-Standard","62365","715","SRV-REMOTE1",,""
"2025-08-29T06:55:38","OUTBOUND","UDP","172.22.3.174","63613","172.26.168.176","34474","ALLOW","Allow-Standard","54859","494","SRV-REMOTE1",,""
"2025-08-29T06:56:07","INBOUND","TCP","192.168.49.210","63791","192.168.164.165","139","ALLOW","Allow-Standard","54953","595","SRV-REMOTE1",,""
"2025-08-29T06:56:08","INBOUND","UDP","192.168.14.123","12972","192.168.101.113","443","ALLOW","Allow-Standard","30171","245","SRV-DC1",,""
"2025-08-29T06:56:30","INBOUND","TCP","206.143.30.252","58181","10.33.151.179","31545","ALLOW","Allow-Standard","111572","1044","SRV-SIEM1",,""
"2025-08-29T06:56:53","OUTBOUND","TCP","172.31.60.250","135","72.191.199.177","58581","BLOCK","Default-Deny","4541","488","SRV-FILE1",,"Potential noise or policy match"
"2025-08-29T06:57:16","OUTBOUND","TCP","172.19.7.214","23","172.20.2.182","56247","ALLOW","Allow-Standard","145914","32","SRV-WEB1",,""
"2025-08-29T06:57:24","OUTBOUND","TCP","10.33.219.106","20747","192.168.167.77","54396","BLOCK","Default-Deny","164943","239","SRV-DC1",,"Potential noise or policy match"
"2025-08-29T06:57:37","OUTBOUND","TCP","172.22.2.64","31679","10.38.164.107","60622","BLOCK","Default-Deny","62969","394","SRV-REMOTE1",,"Potential noise or policy match"
"2025-08-29T06:57:54","INBOUND","TCP","191.44.19.243","64697","192.168.166.40","29732","ALLOW","Allow-Standard","157562","682","SRV-DC1",,""
"2025-08-29T06:59:00","OUTBOUND","TCP","192.168.244.237","429","192.168.102.199","28491","ALLOW","Allow-Standard","199665","302","SRV-WEB1",,""
"2025-08-29T06:59:06","INBOUND","UDP","48.158.86.63","25588","192.168.60.253","4439","ALLOW","Allow-Standard","66351","993","SRV-SQL1",,""
"2025-08-29T06:59:08","OUTBOUND","TCP","10.188.7.108","52163","10.221.8.19","42992","ALLOW","Allow-Standard","99367","187","SRV-SQL1",,""
"2025-08-29T06:59:53","INBOUND","TCP","10.244.143.207","25139","192.168.118.252","22","ALLOW","Allow-Standard","88318","705","SRV-REMOTE1",,""
"2025-08-29T06:59:56","OUTBOUND","TCP","192.168.137.160","34440","43.238.72.54","10623","BLOCK","Default-Deny","48785","952","WIN10LAB",,"Potential noise or policy match"
"2025-08-29T07:00:10","OUTBOUND","TCP","10.105.181.205","19189","192.168.87.10","6773","ALLOW","Allow-Standard","99137","1004","SRV-WEB1",,""
"2025-08-29T07:00:25","OUTBOUND","UDP","10.193.127.115","58461","10.86.141.196","29238","ALLOW","Allow-Standard","100778","889","SRV-SIEM1",,""
"2025-08-29T07:00:32","OUTBOUND","UDP","172.27.94.34","11","192.168.125.5","60368","ALLOW","Allow-Standard","81839","939","SRV-WEB1","jsmith",""
"2025-08-29T07:00:34","OUTBOUND","TCP","192.168.202.117","28960","41.187.155.82","14990","ALLOW","Allow-Standard","198501","753","SRV-SQL1",,""
"2025-08-29T07:00:58","OUTBOUND","TCP","192.168.88.54","311","10.249.117.58","980","ALLOW","Allow-Standard","167327","1154","SRV-SQL1",,""
"2025-08-29T07:01:24","INBOUND","UDP","172.24.140.179","59996","172.22.37.33","19416","ALLOW","Allow-Standard","61268","965","SRV-SQL1",,""
"2025-08-29T07:01:26","OUTBOUND","UDP","10.101.97.200","80","10.242.120.250","34409","ALLOW","Allow-Standard","184548","44","SRV-SQL1",,""
"2025-08-29T07:01:50","INBOUND","UDP","155.58.253.24","57509","10.29.5.235","63702","ALLOW","Allow-Standard","32866","684","SRV-SQL1",,""
"2025-08-29T07:02:03","OUTBOUND","UDP","172.21.3.212","48964","10.218.21.83","36522","ALLOW","Allow-Standard","55753","236","SRV-DC1",,""
"2025-08-29T07:02:10","INBOUND","TCP","10.73.28.131","321","192.168.179.202","443","ALLOW","Allow-Standard","169153","1120","WIN10LAB","Administrator",""
"2025-08-29T07:02:19","INBOUND","TCP","172.19.134.65","5229","172.23.181.88","33701","ALLOW","Allow-Standard","32217","171","SRV-SIEM1",,""
"2025-08-29T07:02:44","OUTBOUND","UDP","192.168.147.154","9725","10.127.109.159","23144","ALLOW","Allow-Standard","169040","607","SRV-SIEM1",,""
"2025-08-29T07:02:58","INBOUND","TCP","172.27.40.23","62328","172.30.98.91","22","BLOCK","Default-Deny","10046","296","SRV-FILE1",,"Potential noise or policy match"
"2025-08-29T07:03:09","OUTBOUND","TCP","10.158.190.242","1008","10.181.159.59","42655","ALLOW","Allow-Standard","73991","476","SRV-REMOTE1",,""
"2025-08-29T07:03:17","INBOUND","UDP","174.136.26.158","61099","172.26.153.167","80","BLOCK","Default-Deny","108176","328","SRV-SIEM1",,"Potential noise or policy match"
"2025-08-29T07:04:14","OUTBOUND","TCP","10.150.24.66","496","192.168.42.26","26312","BLOCK","Default-Deny","28843","803","WIN10LAB","hlee","Potential noise or policy match"
"2025-08-29T07:04:27","OUTBOUND","TCP","172.16.231.23","23662","192.168.70.78","14272","ALLOW","Allow-Standard","191291","1012","SRV-DC1",,""
"2025-08-29T07:04:38","OUTBOUND","TCP","192.168.179.126","55685","192.168.164.57","34818","ALLOW","Allow-Standard","19900","235","SRV-SQL1",,""
"2025-08-29T07:04:41","OUTBOUND","TCP","10.72.15.62","18560","192.168.144.82","43893","ALLOW","Allow-Standard","88729","188","SRV-REMOTE1",,""
"2025-08-29T07:04:51","INBOUND","UDP","10.20.37.189","38869","172.16.235.102","12624","ALLOW","Allow-Standard","64757","467","SRV-SIEM1",,""
"2025-08-29T07:05:15","OUTBOUND","UDP","192.168.213.108","7976","192.168.182.60","6770","ALLOW","Allow-Standard","193794","1094","SRV-SQL1",,""
"2025-08-29T07:05:45","OUTBOUND","TCP","172.27.236.150","15512","126.74.63.73","64535","ALLOW","Allow-Standard","189605","1181","SRV-SQL1",,""
"2025-08-29T07:06:35","INBOUND","TCP","192.168.250.252","2035","172.26.106.6","8080","ALLOW","Allow-Standard","58731","1131","SRV-DC1",,""
"2025-08-29T07:07:38","INBOUND","UDP","172.26.57.74","42647","172.31.112.199","135","ALLOW","Allow-Standard","44689","794","SRV-DC1",,""
"2025-08-29T07:08:05","OUTBOUND","UDP","10.28.105.53","143","10.222.145.159","56158","BLOCK","Default-Deny","40243","783","SRV-DC1",,"Potential noise or policy match"
"2025-08-29T07:08:17","INBOUND","UDP","140.96.30.219","16004","172.21.173.176","110","ALLOW","Allow-Standard","79401","458","SRV-WEB1","svc_web",""
"2025-08-29T07:08:28","INBOUND","TCP","192.168.72.198","29900","172.27.40.68","443","ALLOW","Allow-Standard","73276","1113","WIN10LAB","hlee",""
"2025-08-29T07:08:43","OUTBOUND","UDP","172.17.53.66","445","192.168.161.225","49507","ALLOW","Allow-Standard","30779","1100","SRV-WEB1",,""
"2025-08-29T07:10:25","INBOUND","TCP","10.223.124.208","48014","10.233.77.42","135","BLOCK","Default-Deny","179877","699","SRV-DC1",,"Potential noise or policy match"
"2025-08-29T07:10:37","INBOUND","TCP","215.225.45.187","61847","192.168.127.21","80","BLOCK","Default-Deny","169955","751","SRV-SQL1","achapman","Potential noise or policy match"
"2025-08-29T07:10:43","INBOUND","UDP","94.238.166.88","58691","172.31.202.147","22","ALLOW","Allow-Standard","84652","744","SRV-DC1",,""
"2025-08-29T07:11:21","INBOUND","TCP","10.45.94.133","41584","192.168.216.183","31392","ALLOW","Allow-Standard","22883","573","WIN10LAB",,""
"2025-08-29T07:12:36","OUTBOUND","UDP","172.31.210.131","266","10.121.214.74","930","BLOCK","Default-Deny","79058","1040","SRV-WEB1",,"Potential noise or policy match"
"2025-08-29T07:12:38","OUTBOUND","TCP","172.27.166.96","49719","192.168.173.43","23425","ALLOW","Allow-Standard","71041","71","SRV-WEB1",,""
"2025-08-29T07:12:38","OUTBOUND","UDP","10.244.213.154","47081","10.5.43.168","57249","ALLOW","Allow-Standard","17097","821","WIN10LAB",,""
"2025-08-29T07:13:00","OUTBOUND","UDP","192.168.138.227","18717","10.153.140.50","31722","ALLOW","Allow-Standard","196662","1056","SRV-DC1",,""
"2025-08-29T07:13:20","OUTBOUND","UDP","172.18.38.127","40238","192.168.105.127","44296","ALLOW","Allow-Standard","157940","281","SRV-DC1",,""
"2025-08-29T07:13:24","INBOUND","TCP","172.23.200.214","21744","10.204.181.219","8080","ALLOW","Allow-Standard","99566","433","SRV-DC1",,""
"2025-08-29T07:14:06","OUTBOUND","TCP","10.74.93.237","36469","56.139.155.191","45729","ALLOW","Allow-Standard","120258","166","SRV-DC1",,""
"2025-08-29T07:14:17","INBOUND","UDP","197.236.184.168","44353","192.168.168.217","36197","ALLOW","Allow-Standard","156642","352","SRV-FILE1",,""
"2025-08-29T07:14:30","OUTBOUND","TCP","172.30.108.82","20647","10.32.11.124","658","ALLOW","Allow-Standard","23479","1112","SRV-DC1","jsmith",""
"2025-08-29T07:14:35","INBOUND","UDP","12.152.88.151","3184","172.23.54.158","42752","ALLOW","Allow-Standard","68104","719","SRV-WEB1",,""
"2025-08-29T07:14:52","OUTBOUND","UDP","192.168.228.177","775","172.21.63.59","8323","ALLOW","Allow-Standard","196865","484","SRV-WEB1",,""
"2025-08-29T07:15:10","OUTBOUND","TCP","172.17.49.117","45875","172.18.150.231","22020","ALLOW","Allow-Standard","1280","22","SRV-SQL1",,""
"2025-08-29T07:15:20","INBOUND","TCP","192.168.247.23","22426","172.28.51.104","80","ALLOW","Allow-Standard","157689","926","SRV-FILE1",,""
"2025-08-29T07:15:30","OUTBOUND","UDP","172.21.186.31","10705","172.30.217.205","20485","ALLOW","Allow-Standard","103847","843","SRV-FILE1",,""
"2025-08-29T07:16:16","INBOUND","TCP","198.121.232.131","64990","172.25.164.220","1229","ALLOW","Allow-Standard","139606","19","WIN10LAB",,""
"2025-08-29T07:17:31","OUTBOUND","UDP","172.23.60.226","14368","10.45.240.129","16218","ALLOW","Allow-Standard","145324","677","SRV-SQL1",,""
"2025-08-29T07:17:36","OUTBOUND","UDP","172.23.226.122","44970","10.150.89.203","57097","BLOCK","Default-Deny","91066","111","SRV-FILE1",,"Potential noise or policy match"
"2025-08-29T07:17:48","OUTBOUND","UDP","172.16.9.155","9887","172.29.170.24","46177","BLOCK","Default-Deny","3024","351","SRV-FILE1",,"Potential noise or policy match"
"2025-08-29T07:17:48","INBOUND","TCP","192.168.78.67","63932","10.254.125.8","110","BLOCK","Default-Deny","114588","781","SRV-SQL1",,"Potential noise or policy match"
"2025-08-29T07:18:23","INBOUND","TCP","123.206.72.242","36193","10.43.168.191","44093","ALLOW","Allow-Standard","28185","139","WIN10LAB",,""
