"Timestamp","EventID","EventName","Computer","User","SourceIP","TargetUser","Process","Status","Description"
"2025-08-28T12:55:36","4625","An account failed to log on","SRV-FILE1","bpatel","172.24.113.1",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T12:59:04","4624","An account was successfully logged on","SRV-SQL1","svc_web","172.17.35.167",,,"SUCCESS","Successful logon"
"2025-08-28T12:59:24","4688","A new process has been created","SRV-REMOTE1","hlee","192.168.29.32",,"cmd.exe","SUCCESS","Process creation observed"
"2025-08-28T13:02:20","4624","An account was successfully logged on","SRV-REMOTE1","svc_sql","192.168.185.151",,,"SUCCESS","Successful logon"
"2025-08-28T13:05:19","4625","An account failed to log on","SRV-WEB1","tnguyen","192.168.194.105",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:08:27","4624","An account was successfully logged on","SRV-WEB1","jsmith","10.234.135.6",,,"SUCCESS","Successful logon"
"2025-08-28T13:10:12","4688","A new process has been created","SRV-DC1","mgarcia","10.55.68.77",,"wscript.exe","SUCCESS","Process creation observed"
"2025-08-28T13:10:32","4625","An account failed to log on","SRV-WEB1","jsmith","172.23.0.40",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:12:44","4688","A new process has been created","SRV-WEB1","hlee","172.18.159.62",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-28T13:15:53","4625","An account failed to log on","SRV-REMOTE1","mgarcia","10.61.38.104",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:16:05","4624","An account was successfully logged on","SRV-DC1","Administrator","172.27.16.44",,,"SUCCESS","Successful logon"
"2025-08-28T13:17:14","4625","An account failed to log on","SRV-DC1","svc_sql","192.168.200.62",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:20:24","4624","An account was successfully logged on","WIN10LAB","hlee","172.31.100.74",,,"SUCCESS","Successful logon"
"2025-08-28T13:21:00","4624","An account was successfully logged on","SRV-DC1","Administrator","192.168.95.5",,,"SUCCESS","Successful logon"
"2025-08-28T13:21:54","4625","An account failed to log on","SRV-REMOTE1","kparker","10.208.16.187",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:24:18","4688","A new process has been created","SRV-WEB1","achapman","192.168.197.62",,"teams.exe","SUCCESS","Process creation observed"
"2025-08-28T13:25:22","4625","An account failed to log on","WIN10LAB","svc_sql","172.16.214.22",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:27:02","4625","An account failed to log on","SRV-SIEM1","hlee","172.30.211.103",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:27:34","4624","An account was successfully logged on","SRV-WEB1","tnguyen","172.16.192.97",,,"SUCCESS","Successful logon"
"2025-08-28T13:28:14","4624","An account was successfully logged on","SRV-SQL1","tnguyen","172.16.117.149",,,"SUCCESS","Successful logon"
"2025-08-28T13:28:19","4624","An account was successfully logged on","SRV-DC1","bpatel","10.248.193.136",,,"SUCCESS","Successful logon"
"2025-08-28T13:32:37","4688","A new process has been created","SRV-REMOTE1","svc_web","192.168.247.236",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-28T13:34:55","4688","A new process has been created","SRV-WEB1","tnguyen","172.18.30.231",,"powershell.exe","SUCCESS","Process creation observed"
"2025-08-28T13:36:19","4768","A Kerberos authentication ticket (TGT) was requested","SRV-SQL1","Administrator","172.19.172.109",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T13:37:13","4625","An account failed to log on","SRV-FILE1","jsmith","172.30.193.100",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:37:57","4768","A Kerberos authentication ticket (TGT) was requested","WIN10LAB","jsmith","172.26.86.187",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T13:43:55","4624","An account was successfully logged on","SRV-SQL1","hlee","10.239.83.192",,,"SUCCESS","Successful logon"
"2025-08-28T13:45:19","4624","An account was successfully logged on","SRV-SIEM1","achapman","192.168.172.1",,,"SUCCESS","Successful logon"
"2025-08-28T13:47:12","4624","An account was successfully logged on","SRV-SIEM1","svc_sql","172.20.226.181",,,"SUCCESS","Successful logon"
"2025-08-28T13:49:47","4768","A Kerberos authentication ticket (TGT) was requested","SRV-DC1","bpatel","10.170.194.94",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T13:49:58","4624","An account was successfully logged on","SRV-FILE1","achapman","172.31.52.206",,,"SUCCESS","Successful logon"
"2025-08-28T13:51:10","4624","An account was successfully logged on","SRV-SQL1","jsmith","10.214.30.3",,,"SUCCESS","Successful logon"
"2025-08-28T13:52:50","4688","A new process has been created","SRV-SIEM1","kparker","192.168.48.239",,"svchost.exe","SUCCESS","Process creation observed"
"2025-08-28T13:55:12","4624","An account was successfully logged on","WIN10LAB","bpatel","10.162.85.22",,,"SUCCESS","Successful logon"
"2025-08-28T13:55:37","4625","An account failed to log on","WIN10LAB","bpatel","192.168.178.74",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T13:57:15","4624","An account was successfully logged on","SRV-SQL1","svc_sql","10.179.182.225",,,"SUCCESS","Successful logon"
"2025-08-28T14:00:35","4688","A new process has been created","WIN10LAB","mgarcia","10.230.228.192",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-28T14:01:08","4624","An account was successfully logged on","SRV-SQL1","bpatel","172.19.90.17",,,"SUCCESS","Successful logon"
"2025-08-28T14:01:17","4768","A Kerberos authentication ticket (TGT) was requested","SRV-DC1","jsmith","172.21.52.176",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T14:01:21","4688","A new process has been created","SRV-WEB1","svc_web","10.212.12.181",,"powershell.exe","SUCCESS","Process creation observed"
"2025-08-28T14:06:01","4624","An account was successfully logged on","SRV-SQL1","hlee","172.25.34.83",,,"SUCCESS","Successful logon"
"2025-08-28T14:07:35","4688","A new process has been created","SRV-REMOTE1","jsmith","172.18.168.15",,"node.exe","SUCCESS","Process creation observed"
"2025-08-28T14:07:49","4625","An account failed to log on","SRV-REMOTE1","achapman","10.0.186.73",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:09:18","4625","An account failed to log on","SRV-DC1","achapman","172.18.151.235",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:09:27","4625","An account failed to log on","SRV-DC1","mgarcia","172.24.214.247",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:09:51","4624","An account was successfully logged on","SRV-FILE1","svc_web","172.19.91.250",,,"SUCCESS","Successful logon"
"2025-08-28T14:10:41","4624","An account was successfully logged on","SRV-SQL1","Administrator","172.26.167.75",,,"SUCCESS","Successful logon"
"2025-08-28T14:10:55","4624","An account was successfully logged on","SRV-SQL1","svc_web","192.168.81.49",,,"SUCCESS","Successful logon"
"2025-08-28T14:13:32","4624","An account was successfully logged on","SRV-DC1","hlee","10.110.159.241",,,"SUCCESS","Successful logon"
"2025-08-28T14:13:43","4624","An account was successfully logged on","SRV-FILE1","kparker","172.18.77.115",,,"SUCCESS","Successful logon"
"2025-08-28T14:15:54","4624","An account was successfully logged on","SRV-DC1","Administrator","192.168.199.69",,,"SUCCESS","Successful logon"
"2025-08-28T14:16:38","4624","An account was successfully logged on","SRV-WEB1","tnguyen","192.168.154.151",,,"SUCCESS","Successful logon"
"2025-08-28T14:17:14","4723","An attempt was made to change a password","WIN10LAB","Administrator","10.188.214.45","svc_web",,"SUCCESS","Password change attempt"
"2025-08-28T14:20:07","4768","A Kerberos authentication ticket (TGT) was requested","SRV-FILE1","jsmith","10.3.63.108",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T14:25:02","4624","An account was successfully logged on","WIN10LAB","Administrator","192.168.49.227",,,"SUCCESS","Successful logon"
"2025-08-28T14:25:13","4688","A new process has been created","SRV-SQL1","tnguyen","172.22.67.121",,"cmd.exe","SUCCESS","Process creation observed"
"2025-08-28T14:26:27","4688","A new process has been created","SRV-WEB1","tnguyen","172.21.248.28",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-28T14:26:39","4688","A new process has been created","SRV-SIEM1","bpatel","192.168.254.126",,"python.exe","SUCCESS","Process creation observed"
"2025-08-28T14:26:44","4624","An account was successfully logged on","SRV-REMOTE1","svc_sql","192.168.128.47",,,"SUCCESS","Successful logon"
"2025-08-28T14:26:59","4624","An account was successfully logged on","WIN10LAB","jsmith","172.19.2.72",,,"SUCCESS","Successful logon"
"2025-08-28T14:33:04","4625","An account failed to log on","SRV-SQL1","svc_web","172.27.150.137",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:34:01","4624","An account was successfully logged on","WIN10LAB","svc_web","10.195.125.151",,,"SUCCESS","Successful logon"
"2025-08-28T14:34:05","4768","A Kerberos authentication ticket (TGT) was requested","SRV-SQL1","kparker","192.168.232.43",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T14:34:12","4625","An account failed to log on","SRV-SQL1","svc_sql","192.168.136.123",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:36:07","4624","An account was successfully logged on","SRV-FILE1","svc_sql","10.175.208.5",,,"SUCCESS","Successful logon"
"2025-08-28T14:39:09","4624","An account was successfully logged on","SRV-REMOTE1","achapman","10.10.80.234",,,"SUCCESS","Successful logon"
"2025-08-28T14:41:35","4720","A user account was created","SRV-REMOTE1","mgarcia","10.239.48.244","mgarcia",,"SUCCESS","New user account created"
"2025-08-28T14:43:51","4688","A new process has been created","SRV-WEB1","svc_web","172.29.132.10",,"outlook.exe","SUCCESS","Process creation observed"
"2025-08-28T14:45:56","4624","An account was successfully logged on","WIN10LAB","jsmith","192.168.238.102",,,"SUCCESS","Successful logon"
"2025-08-28T14:46:08","4624","An account was successfully logged on","SRV-REMOTE1","Administrator","192.168.128.32",,,"SUCCESS","Successful logon"
"2025-08-28T14:47:49","4624","An account was successfully logged on","SRV-DC1","hlee","172.25.47.122",,,"SUCCESS","Successful logon"
"2025-08-28T14:48:00","4624","An account was successfully logged on","SRV-FILE1","kparker","172.26.104.109",,,"SUCCESS","Successful logon"
"2025-08-28T14:50:22","4688","A new process has been created","WIN10LAB","Administrator","10.174.22.145",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-28T14:50:44","4624","An account was successfully logged on","WIN10LAB","jsmith","10.64.71.183",,,"SUCCESS","Successful logon"
"2025-08-28T14:52:32","4624","An account was successfully logged on","WIN10LAB","kparker","10.47.143.117",,,"SUCCESS","Successful logon"
"2025-08-28T14:52:34","4624","An account was successfully logged on","WIN10LAB","svc_sql","10.85.83.17",,,"SUCCESS","Successful logon"
"2025-08-28T14:52:45","4688","A new process has been created","SRV-SIEM1","svc_web","172.17.52.173",,"python.exe","SUCCESS","Process creation observed"
"2025-08-28T14:54:22","4624","An account was successfully logged on","SRV-SIEM1","bpatel","10.85.65.57",,,"SUCCESS","Successful logon"
"2025-08-28T14:56:02","4625","An account failed to log on","SRV-SIEM1","Administrator","172.29.144.82",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T14:57:33","4624","An account was successfully logged on","SRV-REMOTE1","tnguyen","172.17.231.92",,,"SUCCESS","Successful logon"
"2025-08-28T14:58:22","4624","An account was successfully logged on","SRV-DC1","kparker","192.168.96.35",,,"SUCCESS","Successful logon"
"2025-08-28T14:59:57","4624","An account was successfully logged on","SRV-FILE1","kparker","10.160.213.112",,,"SUCCESS","Successful logon"
"2025-08-28T15:01:02","4624","An account was successfully logged on","SRV-DC1","hlee","192.168.83.115",,,"SUCCESS","Successful logon"
"2025-08-28T15:03:43","4723","An attempt was made to change a password","SRV-DC1","svc_sql","192.168.146.37","mgarcia",,"SUCCESS","Password change attempt"
"2025-08-28T15:05:21","4688","A new process has been created","WIN10LAB","achapman","172.25.104.91",,"svchost.exe","SUCCESS","Process creation observed"
"2025-08-28T15:06:19","4688","A new process has been created","SRV-SQL1","kparker","10.143.110.228",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-28T15:06:52","4688","A new process has been created","SRV-DC1","achapman","172.17.1.174",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-28T15:07:25","4624","An account was successfully logged on","SRV-SIEM1","kparker","192.168.65.154",,,"SUCCESS","Successful logon"
"2025-08-28T15:07:59","4625","An account failed to log on","SRV-REMOTE1","kparker","192.168.229.161",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:10:08","4624","An account was successfully logged on","SRV-SQL1","tnguyen","10.204.20.159",,,"SUCCESS","Successful logon"
"2025-08-28T15:11:55","4624","An account was successfully logged on","SRV-FILE1","kparker","192.168.179.144",,,"SUCCESS","Successful logon"
"2025-08-28T15:18:42","4624","An account was successfully logged on","SRV-SQL1","jsmith","192.168.235.127",,,"SUCCESS","Successful logon"
"2025-08-28T15:19:14","4624","An account was successfully logged on","SRV-SIEM1","bpatel","172.27.200.106",,,"SUCCESS","Successful logon"
"2025-08-28T15:19:41","4625","An account failed to log on","SRV-WEB1","bpatel","192.168.165.233",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:21:14","4768","A Kerberos authentication ticket (TGT) was requested","SRV-FILE1","jsmith","172.26.189.250",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T15:21:40","4688","A new process has been created","SRV-FILE1","Administrator","10.198.16.43",,"cmd.exe","SUCCESS","Process creation observed"
"2025-08-28T15:23:21","4624","An account was successfully logged on","SRV-DC1","jsmith","192.168.89.65",,,"SUCCESS","Successful logon"
"2025-08-28T15:24:33","4688","A new process has been created","SRV-REMOTE1","tnguyen","10.13.197.88",,"sqlservr.exe","SUCCESS","Process creation observed"
"2025-08-28T15:26:05","4723","An attempt was made to change a password","SRV-WEB1","bpatel","172.20.183.119","bpatel",,"SUCCESS","Password change attempt"
"2025-08-28T15:27:38","4768","A Kerberos authentication ticket (TGT) was requested","SRV-SQL1","hlee","172.26.243.222",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T15:29:25","4624","An account was successfully logged on","SRV-FILE1","tnguyen","172.26.154.96",,,"SUCCESS","Successful logon"
"2025-08-28T15:30:56","4624","An account was successfully logged on","SRV-DC1","mgarcia","172.30.161.99",,,"SUCCESS","Successful logon"
"2025-08-28T15:31:18","4624","An account was successfully logged on","SRV-SQL1","mgarcia","10.16.12.18",,,"SUCCESS","Successful logon"
"2025-08-28T15:31:28","4624","An account was successfully logged on","SRV-REMOTE1","kparker","10.55.37.2",,,"SUCCESS","Successful logon"
"2025-08-28T15:31:49","4723","An attempt was made to change a password","SRV-WEB1","svc_web","192.168.109.2","mgarcia",,"SUCCESS","Password change attempt"
"2025-08-28T15:32:47","4624","An account was successfully logged on","SRV-SQL1","tnguyen","10.141.66.235",,,"SUCCESS","Successful logon"
"2025-08-28T15:33:02","4688","A new process has been created","SRV-REMOTE1","jsmith","10.99.168.127",,"node.exe","SUCCESS","Process creation observed"
"2025-08-28T15:33:19","4624","An account was successfully logged on","SRV-SIEM1","mgarcia","10.114.0.222",,,"SUCCESS","Successful logon"
"2025-08-28T15:35:17","4624","An account was successfully logged on","SRV-SQL1","achapman","172.29.105.50",,,"SUCCESS","Successful logon"
"2025-08-28T15:35:26","4624","An account was successfully logged on","SRV-WEB1","Administrator","10.27.232.209",,,"SUCCESS","Successful logon"
"2025-08-28T15:37:17","4688","A new process has been created","SRV-DC1","kparker","10.142.159.5",,"wscript.exe","SUCCESS","Process creation observed"
"2025-08-28T15:37:23","4624","An account was successfully logged on","SRV-FILE1","achapman","192.168.16.52",,,"SUCCESS","Successful logon"
"2025-08-28T15:37:25","4624","An account was successfully logged on","SRV-FILE1","svc_web","172.17.170.28",,,"SUCCESS","Successful logon"
"2025-08-28T15:37:36","4688","A new process has been created","SRV-WEB1","hlee","192.168.69.141",,"teams.exe","SUCCESS","Process creation observed"
"2025-08-28T15:37:56","4625","An account failed to log on","SRV-DC1","achapman","172.27.211.64",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:39:00","4624","An account was successfully logged on","SRV-WEB1","svc_web","172.31.222.109",,,"SUCCESS","Successful logon"
"2025-08-28T15:39:42","4624","An account was successfully logged on","SRV-FILE1","hlee","192.168.91.48",,,"SUCCESS","Successful logon"
"2025-08-28T15:40:16","4624","An account was successfully logged on","SRV-WEB1","Administrator","10.5.247.3",,,"SUCCESS","Successful logon"
"2025-08-28T15:41:05","4768","A Kerberos authentication ticket (TGT) was requested","SRV-DC1","bpatel","10.71.194.130",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T15:42:23","4624","An account was successfully logged on","SRV-DC1","mgarcia","192.168.140.213",,,"SUCCESS","Successful logon"
"2025-08-28T15:42:43","4720","A user account was created","SRV-SIEM1","mgarcia","172.20.135.4","Administrator",,"SUCCESS","New user account created"
"2025-08-28T15:43:42","4768","A Kerberos authentication ticket (TGT) was requested","SRV-SQL1","achapman","10.95.44.149",,,"SUCCESS","Kerberos TGT requested"
"2025-08-28T15:46:25","4624","An account was successfully logged on","SRV-SIEM1","svc_web","192.168.166.155",,,"SUCCESS","Successful logon"
"2025-08-28T15:47:01","4624","An account was successfully logged on","SRV-REMOTE1","achapman","172.20.193.253",,,"SUCCESS","Successful logon"
"2025-08-28T15:48:12","4624","An account was successfully logged on","SRV-WEB1","tnguyen","172.20.187.91",,,"SUCCESS","Successful logon"
"2025-08-28T15:52:43","4625","An account failed to log on","WIN10LAB","svc_sql","192.168.82.191",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:53:28","4624","An account was successfully logged on","WIN10LAB","bpatel","172.20.158.112",,,"SUCCESS","Successful logon"
"2025-08-28T15:54:45","4720","A user account was created","SRV-REMOTE1","kparker","192.168.31.109","bpatel",,"SUCCESS","New user account created"
"2025-08-28T15:55:42","4625","An account failed to log on","SRV-SIEM1","achapman","192.168.13.99",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:57:19","4625","An account failed to log on","SRV-DC1","mgarcia","10.163.244.47",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T15:57:39","4624","An account was successfully logged on","SRV-SIEM1","tnguyen","10.99.245.12",,,"SUCCESS","Successful logon"
"2025-08-28T15:59:50","4624","An account was successfully logged on","SRV-WEB1","kparker","172.18.62.94",,,"SUCCESS","Successful logon"
"2025-08-28T16:01:39","4625","An account failed to log on","SRV-REMOTE1","mgarcia","10.118.91.97",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:02:57","4624","An account was successfully logged on","SRV-SIEM1","tnguyen","192.168.57.233",,,"SUCCESS","Successful logon"
"2025-08-28T16:02:57","4688","A new process has been created","WIN10LAB","hlee","172.22.116.217",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-28T16:03:40","4624","An account was successfully logged on","SRV-SQL1","tnguyen","10.198.181.116",,,"SUCCESS","Successful logon"
"2025-08-28T16:08:50","4723","An attempt was made to change a password","SRV-WEB1","bpatel","192.168.227.34","tnguyen",,"SUCCESS","Password change attempt"
"2025-08-28T16:09:38","4625","An account failed to log on","WIN10LAB","tnguyen","192.168.64.81",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:10:55","4625","An account failed to log on","WIN10LAB","hlee","10.114.137.251",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:12:01","4624","An account was successfully logged on","WIN10LAB","hlee","172.18.66.199",,,"SUCCESS","Successful logon"
"2025-08-28T16:12:12","4624","An account was successfully logged on","SRV-REMOTE1","Administrator","10.25.211.129",,,"SUCCESS","Successful logon"
"2025-08-28T16:13:17","4624","An account was successfully logged on","SRV-WEB1","hlee","10.36.84.35",,,"SUCCESS","Successful logon"
"2025-08-28T16:14:15","4624","An account was successfully logged on","SRV-SIEM1","svc_web","172.23.50.104",,,"SUCCESS","Successful logon"
"2025-08-28T16:15:15","4625","An account failed to log on","SRV-FILE1","bpatel","10.191.69.78",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:15:47","4688","A new process has been created","SRV-SIEM1","svc_sql","172.17.211.11",,"outlook.exe","SUCCESS","Process creation observed"
"2025-08-28T16:18:28","4624","An account was successfully logged on","SRV-REMOTE1","achapman","10.211.92.143",,,"SUCCESS","Successful logon"
"2025-08-28T16:19:01","4723","An attempt was made to change a password","SRV-REMOTE1","svc_sql","172.28.253.11","tnguyen",,"SUCCESS","Password change attempt"
"2025-08-28T16:20:16","4624","An account was successfully logged on","SRV-SQL1","achapman","172.22.201.205",,,"SUCCESS","Successful logon"
"2025-08-28T16:20:56","4720","A user account was created","SRV-FILE1","svc_web","192.168.185.127","svc_web",,"SUCCESS","New user account created"
"2025-08-28T16:22:12","4624","An account was successfully logged on","SRV-SIEM1","achapman","10.10.240.69",,,"SUCCESS","Successful logon"
"2025-08-28T16:23:30","4688","A new process has been created","SRV-REMOTE1","svc_sql","172.30.61.48",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-28T16:25:50","4624","An account was successfully logged on","SRV-FILE1","svc_sql","10.159.162.72",,,"SUCCESS","Successful logon"
"2025-08-28T16:26:13","4688","A new process has been created","SRV-WEB1","svc_web","192.168.62.203",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-28T16:26:19","4624","An account was successfully logged on","WIN10LAB","svc_sql","192.168.159.53",,,"SUCCESS","Successful logon"
"2025-08-28T16:28:35","4625","An account failed to log on","SRV-SIEM1","achapman","192.168.194.252",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:30:40","4625","An account failed to log on","SRV-WEB1","tnguyen","10.85.45.223",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-28T16:31:45","4624","An account was successfully logged on","SRV-SQL1","jsmith","192.168.86.161",,,"SUCCESS","Successful logon"
