"Timestamp","EventID","EventName","Computer","User","SourceIP","TargetUser","Process","Status","Description"
"2025-08-29T06:29:19","4624","An account was successfully logged on","SRV-SQL1","mgarcia","192.168.198.62",,,"SUCCESS","Successful logon"
"2025-08-29T06:29:29","4624","An account was successfully logged on","SRV-FILE1","tnguyen","172.23.202.157",,,"SUCCESS","Successful logon"
"2025-08-29T06:29:32","4624","An account was successfully logged on","SRV-REMOTE1","tnguyen","172.25.95.74",,,"SUCCESS","Successful logon"
"2025-08-29T06:29:42","4723","An attempt was made to change a password","SRV-SIEM1","svc_web","172.19.213.4","mgarcia",,"SUCCESS","Password change attempt"
"2025-08-29T06:29:54","4625","An account failed to log on","SRV-DC1","jsmith","192.168.209.233",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:29:55","4624","An account was successfully logged on","SRV-DC1","jsmith","192.168.124.105",,,"SUCCESS","Successful logon"
"2025-08-29T06:29:56","4625","An account failed to log on","SRV-SIEM1","achapman","10.207.59.138",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:30:03","4624","An account was successfully logged on","SRV-DC1","svc_web","10.179.166.189",,,"SUCCESS","Successful logon"
"2025-08-29T06:30:31","4624","An account was successfully logged on","SRV-SQL1","kparker","172.24.231.224",,,"SUCCESS","Successful logon"
"2025-08-29T06:30:38","4624","An account was successfully logged on","SRV-REMOTE1","svc_web","172.21.252.79",,,"SUCCESS","Successful logon"
"2025-08-29T06:30:53","4624","An account was successfully logged on","SRV-FILE1","tnguyen","192.168.32.237",,,"SUCCESS","Successful logon"
"2025-08-29T06:30:53","4625","An account failed to log on","SRV-DC1","mgarcia","172.22.78.81",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:30:57","4688","A new process has been created","SRV-FILE1","Administrator","192.168.145.79",,"outlook.exe","SUCCESS","Process creation observed"
"2025-08-29T06:30:59","4624","An account was successfully logged on","WIN10LAB","achapman","192.168.230.45",,,"SUCCESS","Successful logon"
"2025-08-29T06:31:01","4688","A new process has been created","SRV-REMOTE1","svc_web","192.168.13.42",,"powershell.exe","SUCCESS","Process creation observed"
"2025-08-29T06:31:03","4688","A new process has been created","SRV-FILE1","achapman","10.212.106.64",,"node.exe","SUCCESS","Process creation observed"
"2025-08-29T06:31:10","4720","A user account was created","SRV-DC1","kparker","192.168.62.4","jsmith",,"SUCCESS","New user account created"
"2025-08-29T06:31:30","4624","An account was successfully logged on","SRV-SQL1","mgarcia","172.17.93.144",,,"SUCCESS","Successful logon"
"2025-08-29T06:32:16","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","10.93.97.73",,,"SUCCESS","Successful logon"
"2025-08-29T06:32:30","4625","An account failed to log on","WIN10LAB","achapman","192.168.78.151",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:32:34","4768","A Kerberos authentication ticket (TGT) was requested","SRV-FILE1","svc_sql","172.19.188.61",,,"SUCCESS","Kerberos TGT requested"
"2025-08-29T06:32:36","4624","An account was successfully logged on","SRV-WEB1","hlee","192.168.3.210",,,"SUCCESS","Successful logon"
"2025-08-29T06:32:41","4688","A new process has been created","SRV-DC1","Administrator","10.26.245.87",,"outlook.exe","SUCCESS","Process creation observed"
"2025-08-29T06:32:57","4768","A Kerberos authentication ticket (TGT) was requested","SRV-FILE1","jsmith","10.232.223.105",,,"SUCCESS","Kerberos TGT requested"
"2025-08-29T06:33:14","4624","An account was successfully logged on","SRV-REMOTE1","kparker","10.154.252.215",,,"SUCCESS","Successful logon"
"2025-08-29T06:33:20","4624","An account was successfully logged on","SRV-REMOTE1","mgarcia","10.200.170.9",,,"SUCCESS","Successful logon"
"2025-08-29T06:33:26","4625","An account failed to log on","SRV-SQL1","mgarcia","192.168.214.135",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:33:59","4625","An account failed to log on","SRV-WEB1","svc_sql","10.229.120.237",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:34:21","4624","An account was successfully logged on","SRV-FILE1","svc_web","10.35.89.222",,,"SUCCESS","Successful logon"
"2025-08-29T06:34:32","4688","A new process has been created","SRV-FILE1","Administrator","192.168.90.36",,"cmd.exe","SUCCESS","Process creation observed"
"2025-08-29T06:34:38","4625","An account failed to log on","SRV-REMOTE1","jsmith","10.98.211.22",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:35:05","4624","An account was successfully logged on","SRV-DC1","achapman","10.254.33.59",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:14","4688","A new process has been created","SRV-SIEM1","bpatel","172.29.111.86",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-29T06:36:23","4624","An account was successfully logged on","SRV-FILE1","svc_sql","10.52.195.38",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:26","4688","A new process has been created","SRV-WEB1","kparker","10.12.10.215",,"chrome.exe","SUCCESS","Process creation observed"
"2025-08-29T06:36:30","4624","An account was successfully logged on","WIN10LAB","Administrator","10.146.209.43",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:40","4723","An attempt was made to change a password","SRV-FILE1","kparker","172.27.88.23","Administrator",,"SUCCESS","Password change attempt"
"2025-08-29T06:36:40","4624","An account was successfully logged on","SRV-SQL1","bpatel","192.168.231.93",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:44","4624","An account was successfully logged on","SRV-FILE1","tnguyen","172.30.205.199",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:45","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","172.30.156.6",,,"SUCCESS","Successful logon"
"2025-08-29T06:36:51","4688","A new process has been created","WIN10LAB","svc_sql","192.168.180.146",,"python.exe","SUCCESS","Process creation observed"
"2025-08-29T06:36:54","4625","An account failed to log on","SRV-WEB1","jsmith","10.162.171.209",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:37:14","4624","An account was successfully logged on","SRV-WEB1","bpatel","172.29.237.46",,,"SUCCESS","Successful logon"
"2025-08-29T06:37:20","4625","An account failed to log on","SRV-SQL1","kparker","10.7.27.106",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:37:27","4624","An account was successfully logged on","SRV-REMOTE1","kparker","172.21.61.3",,,"SUCCESS","Successful logon"
"2025-08-29T06:37:44","4625","An account failed to log on","SRV-DC1","svc_sql","192.168.47.14",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:37:53","4624","An account was successfully logged on","SRV-REMOTE1","svc_web","10.198.37.245",,,"SUCCESS","Successful logon"
"2025-08-29T06:38:08","4768","A Kerberos authentication ticket (TGT) was requested","SRV-SQL1","jsmith","172.29.110.215",,,"SUCCESS","Kerberos TGT requested"
"2025-08-29T06:38:24","4625","An account failed to log on","SRV-FILE1","kparker","10.124.3.79",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:38:27","4723","An attempt was made to change a password","SRV-WEB1","bpatel","192.168.172.58","kparker",,"SUCCESS","Password change attempt"
"2025-08-29T06:38:57","4624","An account was successfully logged on","SRV-REMOTE1","achapman","192.168.32.58",,,"SUCCESS","Successful logon"
"2025-08-29T06:39:08","4625","An account failed to log on","SRV-DC1","Administrator","10.40.216.193",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:39:09","4624","An account was successfully logged on","SRV-FILE1","mgarcia","192.168.153.177",,,"SUCCESS","Successful logon"
"2025-08-29T06:39:28","4624","An account was successfully logged on","SRV-SQL1","hlee","192.168.180.163",,,"SUCCESS","Successful logon"
"2025-08-29T06:39:32","4723","An attempt was made to change a password","SRV-DC1","mgarcia","10.218.251.226","achapman",,"SUCCESS","Password change attempt"
"2025-08-29T06:39:35","4624","An account was successfully logged on","SRV-SIEM1","kparker","192.168.206.52",,,"SUCCESS","Successful logon"
"2025-08-29T06:39:52","4688","A new process has been created","SRV-DC1","Administrator","172.31.10.194",,"rundll32.exe","SUCCESS","Process creation observed"
"2025-08-29T06:40:19","4624","An account was successfully logged on","SRV-REMOTE1","kparker","192.168.222.86",,,"SUCCESS","Successful logon"
"2025-08-29T06:40:27","4688","A new process has been created","WIN10LAB","Administrator","172.23.144.124",,"chrome.exe","SUCCESS","Process creation observed"
"2025-08-29T06:40:29","4624","An account was successfully logged on","SRV-REMOTE1","jsmith","172.16.160.216",,,"SUCCESS","Successful logon"
"2025-08-29T06:40:44","4625","An account failed to log on","SRV-SIEM1","bpatel","172.21.78.109",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:41:09","4688","A new process has been created","WIN10LAB","tnguyen","10.180.6.16",,"sqlservr.exe","SUCCESS","Process creation observed"
"2025-08-29T06:41:40","4624","An account was successfully logged on","SRV-SIEM1","svc_sql","192.168.216.196",,,"SUCCESS","Successful logon"
"2025-08-29T06:41:44","4624","An account was successfully logged on","SRV-SQL1","hlee","192.168.252.46",,,"SUCCESS","Successful logon"
"2025-08-29T06:41:47","4624","An account was successfully logged on","SRV-FILE1","achapman","172.28.131.62",,,"SUCCESS","Successful logon"
"2025-08-29T06:42:03","4723","An attempt was made to change a password","WIN10LAB","achapman","172.31.179.232","svc_web",,"SUCCESS","Password change attempt"
"2025-08-29T06:42:06","4624","An account was successfully logged on","SRV-FILE1","Administrator","10.121.214.161",,,"SUCCESS","Successful logon"
"2025-08-29T06:42:08","4624","An account was successfully logged on","SRV-DC1","kparker","10.112.105.212",,,"SUCCESS","Successful logon"
"2025-08-29T06:42:17","4624","An account was successfully logged on","SRV-REMOTE1","tnguyen","192.168.95.65",,,"SUCCESS","Successful logon"
"2025-08-29T06:42:20","4723","An attempt was made to change a password","SRV-WEB1","svc_web","10.91.141.117","Administrator",,"SUCCESS","Password change attempt"
"2025-08-29T06:42:37","4688","A new process has been created","SRV-WEB1","svc_web","10.121.30.175",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-29T06:43:02","4624","An account was successfully logged on","SRV-REMOTE1","tnguyen","172.29.52.93",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:04","4624","An account was successfully logged on","SRV-SIEM1","jsmith","192.168.93.253",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:10","4624","An account was successfully logged on","SRV-REMOTE1","achapman","192.168.213.58",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:14","4688","A new process has been created","SRV-SQL1","hlee","192.168.43.98",,"teams.exe","SUCCESS","Process creation observed"
"2025-08-29T06:43:18","4624","An account was successfully logged on","SRV-DC1","achapman","192.168.199.38",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:26","4624","An account was successfully logged on","SRV-REMOTE1","svc_sql","192.168.125.186",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:32","4624","An account was successfully logged on","SRV-DC1","Administrator","192.168.102.79",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:33","4625","An account failed to log on","SRV-FILE1","mgarcia","172.18.146.100",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:43:34","4624","An account was successfully logged on","SRV-REMOTE1","jsmith","172.16.65.69",,,"SUCCESS","Successful logon"
"2025-08-29T06:43:49","4723","An attempt was made to change a password","SRV-REMOTE1","hlee","172.18.133.37","hlee",,"SUCCESS","Password change attempt"
"2025-08-29T06:43:57","4624","An account was successfully logged on","SRV-WEB1","achapman","192.168.227.1",,,"SUCCESS","Successful logon"
"2025-08-29T06:44:09","4624","An account was successfully logged on","SRV-SIEM1","Administrator","192.168.11.114",,,"SUCCESS","Successful logon"
"2025-08-29T06:44:15","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","10.234.151.57",,,"SUCCESS","Successful logon"
"2025-08-29T06:44:26","4624","An account was successfully logged on","SRV-DC1","hlee","10.136.253.238",,,"SUCCESS","Successful logon"
"2025-08-29T06:44:30","4688","A new process has been created","SRV-FILE1","achapman","172.24.237.36",,"chrome.exe","SUCCESS","Process creation observed"
"2025-08-29T06:45:01","4625","An account failed to log on","SRV-SQL1","bpatel","192.168.42.7",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:45:10","4688","A new process has been created","SRV-WEB1","svc_sql","172.21.210.152",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-29T06:45:12","4688","A new process has been created","SRV-SIEM1","hlee","172.19.172.18",,"mshta.exe","SUCCESS","Process creation observed"
"2025-08-29T06:45:27","4723","An attempt was made to change a password","SRV-REMOTE1","tnguyen","10.237.172.81","Administrator",,"SUCCESS","Password change attempt"
"2025-08-29T06:45:38","4688","A new process has been created","SRV-DC1","kparker","10.77.177.116",,"rundll32.exe","SUCCESS","Process creation observed"
"2025-08-29T06:46:01","4625","An account failed to log on","WIN10LAB","achapman","10.96.109.54",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:46:01","4624","An account was successfully logged on","SRV-SQL1","jsmith","172.21.37.48",,,"SUCCESS","Successful logon"
"2025-08-29T06:46:01","4624","An account was successfully logged on","SRV-SQL1","Administrator","192.168.56.91",,,"SUCCESS","Successful logon"
"2025-08-29T06:46:15","4624","An account was successfully logged on","SRV-REMOTE1","mgarcia","10.58.107.72",,,"SUCCESS","Successful logon"
"2025-08-29T06:46:16","4625","An account failed to log on","SRV-DC1","jsmith","192.168.144.150",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:46:37","4688","A new process has been created","SRV-WEB1","achapman","192.168.209.16",,"node.exe","SUCCESS","Process creation observed"
"2025-08-29T06:46:44","4624","An account was successfully logged on","SRV-REMOTE1","mgarcia","172.25.12.174",,,"SUCCESS","Successful logon"
"2025-08-29T06:46:54","4624","An account was successfully logged on","SRV-SQL1","tnguyen","172.31.130.70",,,"SUCCESS","Successful logon"
"2025-08-29T06:46:57","4625","An account failed to log on","SRV-DC1","svc_web","172.25.208.175",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:46:58","4624","An account was successfully logged on","SRV-SQL1","hlee","172.31.72.127",,,"SUCCESS","Successful logon"
"2025-08-29T06:47:08","4625","An account failed to log on","SRV-SIEM1","Administrator","10.128.141.144",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:47:51","4688","A new process has been created","WIN10LAB","svc_web","172.27.218.92",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-29T06:48:05","4625","An account failed to log on","SRV-DC1","achapman","172.28.236.74",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:48:11","4625","An account failed to log on","SRV-DC1","Administrator","10.188.152.40",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:48:17","4723","An attempt was made to change a password","SRV-REMOTE1","mgarcia","172.18.169.170","hlee",,"SUCCESS","Password change attempt"
"2025-08-29T06:48:25","4625","An account failed to log on","WIN10LAB","kparker","10.72.146.116",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:48:36","4624","An account was successfully logged on","WIN10LAB","svc_web","10.181.250.189",,,"SUCCESS","Successful logon"
"2025-08-29T06:48:44","4624","An account was successfully logged on","SRV-DC1","achapman","10.191.186.112",,,"SUCCESS","Successful logon"
"2025-08-29T06:48:50","4624","An account was successfully logged on","SRV-DC1","tnguyen","10.68.153.24",,,"SUCCESS","Successful logon"
"2025-08-29T06:49:04","4625","An account failed to log on","SRV-WEB1","kparker","192.168.111.135",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:49:22","4625","An account failed to log on","SRV-DC1","kparker","192.168.39.23",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:49:25","4624","An account was successfully logged on","SRV-SIEM1","achapman","10.234.81.46",,,"SUCCESS","Successful logon"
"2025-08-29T06:49:26","4625","An account failed to log on","SRV-REMOTE1","tnguyen","10.38.185.228",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:49:42","4723","An attempt was made to change a password","SRV-FILE1","hlee","172.16.188.103","svc_web",,"SUCCESS","Password change attempt"
"2025-08-29T06:50:04","4624","An account was successfully logged on","SRV-FILE1","Administrator","172.23.117.120",,,"SUCCESS","Successful logon"
"2025-08-29T06:50:10","4624","An account was successfully logged on","SRV-SQL1","kparker","192.168.231.116",,,"SUCCESS","Successful logon"
"2025-08-29T06:50:26","4624","An account was successfully logged on","SRV-WEB1","achapman","172.22.18.145",,,"SUCCESS","Successful logon"
"2025-08-29T06:50:32","4624","An account was successfully logged on","SRV-FILE1","Administrator","172.18.121.211",,,"SUCCESS","Successful logon"
"2025-08-29T06:50:47","4625","An account failed to log on","SRV-REMOTE1","bpatel","172.27.140.52",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:51:02","4625","An account failed to log on","SRV-FILE1","kparker","172.30.190.122",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:51:34","4624","An account was successfully logged on","SRV-SQL1","svc_sql","172.20.215.137",,,"SUCCESS","Successful logon"
"2025-08-29T06:51:36","4688","A new process has been created","SRV-SIEM1","kparker","172.20.227.159",,"powershell.exe","SUCCESS","Process creation observed"
"2025-08-29T06:51:45","4625","An account failed to log on","SRV-DC1","Administrator","192.168.100.157",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:51:48","4624","An account was successfully logged on","SRV-SIEM1","kparker","192.168.91.229",,,"SUCCESS","Successful logon"
"2025-08-29T06:52:07","4624","An account was successfully logged on","SRV-REMOTE1","svc_sql","10.243.50.201",,,"SUCCESS","Successful logon"
"2025-08-29T06:52:20","4688","A new process has been created","SRV-FILE1","mgarcia","10.159.231.239",,"teams.exe","SUCCESS","Process creation observed"
"2025-08-29T06:52:22","4624","An account was successfully logged on","SRV-SQL1","jsmith","172.20.11.91",,,"SUCCESS","Successful logon"
"2025-08-29T06:52:27","4768","A Kerberos authentication ticket (TGT) was requested","SRV-REMOTE1","Administrator","172.21.200.59",,,"SUCCESS","Kerberos TGT requested"
"2025-08-29T06:52:28","4723","An attempt was made to change a password","SRV-SIEM1","kparker","172.27.52.83","svc_web",,"SUCCESS","Password change attempt"
"2025-08-29T06:52:30","4720","A user account was created","SRV-SQL1","tnguyen","172.23.216.243","svc_web",,"SUCCESS","New user account created"
"2025-08-29T06:52:30","4624","An account was successfully logged on","WIN10LAB","bpatel","192.168.146.182",,,"SUCCESS","Successful logon"
"2025-08-29T06:52:39","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","172.31.134.222",,,"SUCCESS","Successful logon"
"2025-08-29T06:52:40","4720","A user account was created","WIN10LAB","svc_sql","10.127.161.73","hlee",,"SUCCESS","New user account created"
"2025-08-29T06:53:11","4625","An account failed to log on","SRV-DC1","mgarcia","10.8.17.139",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:53:18","4625","An account failed to log on","SRV-SQL1","hlee","172.26.176.47",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:53:20","4624","An account was successfully logged on","SRV-REMOTE1","bpatel","192.168.149.195",,,"SUCCESS","Successful logon"
"2025-08-29T06:53:53","4624","An account was successfully logged on","SRV-WEB1","bpatel","10.30.43.34",,,"SUCCESS","Successful logon"
"2025-08-29T06:53:58","4720","A user account was created","SRV-SQL1","mgarcia","192.168.10.203","achapman",,"SUCCESS","New user account created"
"2025-08-29T06:54:05","4625","An account failed to log on","SRV-SQL1","bpatel","192.168.26.1",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:54:19","4624","An account was successfully logged on","SRV-WEB1","hlee","10.153.53.57",,,"SUCCESS","Successful logon"
"2025-08-29T06:54:32","4624","An account was successfully logged on","SRV-SIEM1","tnguyen","172.29.148.193",,,"SUCCESS","Successful logon"
"2025-08-29T06:54:32","4688","A new process has been created","SRV-SIEM1","kparker","172.29.118.163",,"wscript.exe","SUCCESS","Process creation observed"
"2025-08-29T06:54:37","4624","An account was successfully logged on","SRV-DC1","jsmith","172.31.5.171",,,"SUCCESS","Successful logon"
"2025-08-29T06:54:38","4624","An account was successfully logged on","SRV-SQL1","achapman","172.17.251.173",,,"SUCCESS","Successful logon"
"2025-08-29T06:54:45","4688","A new process has been created","SRV-FILE1","Administrator","10.163.71.111",,"teams.exe","SUCCESS","Process creation observed"
"2025-08-29T06:55:22","4625","An account failed to log on","SRV-REMOTE1","svc_web","10.131.154.235",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:55:31","4624","An account was successfully logged on","WIN10LAB","jsmith","10.121.244.194",,,"SUCCESS","Successful logon"
"2025-08-29T06:55:40","4625","An account failed to log on","SRV-REMOTE1","hlee","192.168.105.40",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:55:42","4624","An account was successfully logged on","SRV-WEB1","achapman","172.22.46.69",,,"SUCCESS","Successful logon"
"2025-08-29T06:56:10","4624","An account was successfully logged on","SRV-WEB1","jsmith","192.168.172.146",,,"SUCCESS","Successful logon"
"2025-08-29T06:56:16","4688","A new process has been created","SRV-SQL1","kparker","172.30.177.46",,"wscript.exe","SUCCESS","Process creation observed"
"2025-08-29T06:56:29","4688","A new process has been created","SRV-SQL1","tnguyen","10.44.209.47",,"cmd.exe","SUCCESS","Process creation observed"
"2025-08-29T06:56:29","4625","An account failed to log on","SRV-SIEM1","svc_web","172.17.176.53",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:56:31","4624","An account was successfully logged on","SRV-FILE1","jsmith","192.168.157.171",,,"SUCCESS","Successful logon"
"2025-08-29T06:56:34","4624","An account was successfully logged on","WIN10LAB","Administrator","172.26.16.117",,,"SUCCESS","Successful logon"
"2025-08-29T06:56:38","4768","A Kerberos authentication ticket (TGT) was requested","SRV-WEB1","svc_web","10.92.107.201",,,"SUCCESS","Kerberos TGT requested"
"2025-08-29T06:56:54","4688","A new process has been created","WIN10LAB","hlee","10.24.100.61",,"winword.exe","SUCCESS","Process creation observed"
"2025-08-29T06:56:55","4624","An account was successfully logged on","SRV-REMOTE1","Administrator","192.168.40.14",,,"SUCCESS","Successful logon"
"2025-08-29T06:57:12","4624","An account was successfully logged on","SRV-REMOTE1","Administrator","172.18.152.44",,,"SUCCESS","Successful logon"
"2025-08-29T06:57:13","4624","An account was successfully logged on","WIN10LAB","hlee","192.168.48.218",,,"SUCCESS","Successful logon"
"2025-08-29T06:57:28","4624","An account was successfully logged on","SRV-WEB1","bpatel","172.29.103.179",,,"SUCCESS","Successful logon"
"2025-08-29T06:57:56","4624","An account was successfully logged on","SRV-WEB1","svc_web","10.143.107.136",,,"SUCCESS","Successful logon"
"2025-08-29T06:58:07","4624","An account was successfully logged on","SRV-WEB1","hlee","10.44.226.190",,,"SUCCESS","Successful logon"
"2025-08-29T06:58:31","4688","A new process has been created","SRV-SIEM1","mgarcia","172.30.92.25",,"conhost.exe","SUCCESS","Process creation observed"
"2025-08-29T06:58:33","4624","An account was successfully logged on","WIN10LAB","tnguyen","10.227.132.183",,,"SUCCESS","Successful logon"
"2025-08-29T06:58:33","4625","An account failed to log on","SRV-SIEM1","svc_sql","10.88.137.110",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:58:45","4625","An account failed to log on","SRV-DC1","hlee","192.168.120.38",,,"FAILURE","Failed logon (bad password or unknown user)"
"2025-08-29T06:58:45","4688","A new process has been created","WIN10LAB","mgarcia","172.16.117.19",,"chrome.exe","SUCCESS","Process creation observed"
